post,date,artist,song_name,korean_name,director,video,type,release
,2016-04-19,AOA,Give Me the Love,愛をちょうだい,,Youtube,Girl,Japanese
,2016-04-19,BTS,EPILOGUE: Young Forever,에필로그: 영 포에버,,Youtube,Boy,Minor
,2016-04-19,Berry Good,Angel,앤젤,,Youtube,Girl,Major
Post,2016-04-19,VIXX,Dynamite,다이너마이트,VM Project,Youtube,Boy,Major
,2016-04-19,ZE:A J,Just Tonight,,,Youtube,Boy,Japanese
,2016-04-18,Apink,The Wave,네가 손짓해주면,,Youtube,Girl,Minor
,2016-04-17,CNBLUE,Puzzle,,,Youtube,Boy,Japanese
,2016-04-17,UP10TION,Attention,나한테만 집중해,,Youtube,Boy,Major
,2016-04-14,"M&D, Wheein",Narcissus,나르시스,,Youtube,Boy,Minor
,2016-04-11,HISTORY,Queen,퀸,LIKETHAT,Youtube,Boy,Major
,2016-04-11,I.O.I,Crush,크러쉬,,Youtube,Girl,Minor
,2016-04-11,Block B,Toy,토이,Lumpens,Youtube,Boy,Major
,2016-04-09,J.Y. Park,Fire feat. Jimin Park,,Naive,Youtube,Boy Solo,Major
Post,2016-04-09,NCT U,Without You,위드아웃유,,Youtube,Boy,Major
,2016-04-08,J.Y. Park,Still Alive,살아있네,Naive,Youtube,Boy Solo,Major
Post,2016-04-08,NCT U,The 7th Sense,일곱 번째 감각,VM Project,Youtube,Boy,Major
,2016-04-05,LABOUM,Journey to Atlantis,상상더하기,ZANYBROS,Youtube,Girl,Major
,2016-04-03,CNBLUE,You're So Fine,이렇게 예뻤나,,Youtube,Boy,Major
,2016-04-03,Mamamoo,Woo Hoo,기대해도 좋은 날,,Youtube,Girl,OST
,2016-03-29,DAY6,Letting Go,놓아 놓아 놓아,VM Project,Youtube,Boy,Major
,2016-03-29,Boys Republic,Get Down,겟 다운,,Youtube,Boy,Major
,2016-03-29,N-Sonic,Excalibur,엑스칼리버,,Youtube,Boy,Major
,2016-03-28,Block B,A Few Years Later,몇 년 후에,Tiger Cave,Youtube,Boy,Minor
Post,2016-03-27,Oh My Girl,LIAR LIAR,라이어 라이어,Digipedi,Youtube,Girl,Major
,2016-03-27,BtoB,Remember That,봄날의 기억,,Youtube,Boy,Major
,2016-03-27,Jun Hyoseong,Find Me,나를 찾아줘,ZANYBROS,Youtube,Girl Solo,Major
,2016-03-27,Girls Girls,Girls Girls,여자여자,,Youtube,Girl,Major
,2016-03-24,Lip Service,Hello,이슬만먹고살아,,Youtube,Girl,Major
,2016-03-24,M.A.S 0094,Feeling Good,,,Youtube,Boy,Major
,2016-03-23,A.cian,Touch,손이가요,,Youtube,Boy,Major
,2016-03-20,GOT7,Fly,플라이,Naive,Youtube,Boy,Major
,2016-03-18,FTISLAND,You Don't Know Who I Am,,,Youtube,Boy,Japanese
,2016-03-16,Red Velvet,One of These Nights,7월 7일,Shin Heewon,Youtube,Girl,Major
,2016-03-14,Daybreak,Mellow,,,Youtube,Boy,Major
,2016-03-14,Holics,U Lie,,,Youtube,Girl,Minor
,2016-03-14,Holics,Our Story,우리들 이야기,,Youtube,Girl,Minor
,2016-03-09,WJSN,Catch Me,캐치미,ZANYBROS,Youtube,Girl,Minor
,2016-03-08,JJCC,Today,오늘 한번,,Youtube,Boy,Major
,2016-03-08,Fiestar,Mirror,미러,,Youtube,Girl,Major
,2016-03-08,Miss S,Don't Speak Without Soul,영혼없이 말하지마,,Youtube,Girl,Major
,2016-03-07,Snuper,Platonic Love,지켜줄게,LIKETHAT,Youtube,Boy,Major
,2016-03-04,B.A.P,Kingdom,킹덤,,Youtube,Boy,Japanese
,2016-03-02,KNK,Knock,노크,Tiger Cave,Youtube,Boy,Major
,2016-03-01,Voisper,In Your Voice,그대 목소리로 말해줘,,Youtube,Boy,Major
,2016-02-29,CLC,High Heels,페페,ZANYBROS,Youtube,Girl,Major
,2016-02-28,Mamamoo,My Recipe,나만의레시피,,Youtube,Girl,Minor
,2016-02-25,ASTRO,Cat's Eye,장화 신은 고양이,,Youtube,Boy,Minor
,2016-02-25,Bloomy,Because Of You,너 때문이야,,Youtube,Girl,
Post,2016-02-25,Mamamoo,You're The Best,넌 is 뭔들,,Youtube,Girl,Major
,2016-02-24,Apink,Brand New Days,,,Youtube,Girl,Japanese
Post,2016-02-24,WJSN,Mo Mo Mo,모모모,ZANYBROS,Youtube,Girl,Major
,2016-02-23,Ladies' Code,Galaxy,갤럭시,,Youtube,Girl,Major
,2016-02-23,Teen Top,Don't Drink,술 마시지마,,Youtube,Boy,Minor
,2016-02-22,ASTRO,Hide & Seek,숨바꼭질,,Youtube,Boy,Major
,2016-02-22,4Ten,Severely,지독하게,,Youtube,Girl,Major
,2016-02-22,Taemin,Press Your Number,프레스 유어넘버,VM Project,Youtube,Boy Solo,Major
,2016-02-21,B.A.P,Feel So Good,필소굿,ZANYBROS,Youtube,Boy,Major
,2016-02-21,Taemin,Drip Drop,드립드랍,VM Project,Youtube,Boy Solo,Minor
,2016-02-17,Wable,I Want To Fall In Love,연애하고 싶다,,Youtube,Girl,Major
,2016-02-16,NU'EST,Overcome,여왕의 기사,SUNNY VISUAL,Youtube,Boy,Major
,2016-02-15,Double S 301,Sorry I'm Busy,바빠서 미안해,,Youtube,Boy,Minor
,2016-02-15,Double S 301,Pain,,,Youtube,Boy,Major
,2016-02-15,Brave Girls,Deepened,변했어,,Youtube,Girl,Major
,2016-02-14,Rainbow,Whoo,우,,Youtube,Girl,Major
,2016-02-14,BtoB,Dear Bride,,,Youtube,Boy,Japanese
,2016-02-11,AOA CREAM,I'm Jelly Baby,질투 나요 BABY,,Youtube,Girl,Major
Post,2016-02-11,Mamamoo,Taller Than You,1cm의 자존심,Kim Beomchul,Youtube,Girl,Minor
,2016-02-09,N.Flying,Knock Knock,노크노크,,Youtube,Boy,Japanese
,2016-02-07,The Legend,This,이렇게,,Youtube,Boy,Major
,2016-02-04,Mamamoo,My Hometown,고향이,,Youtube,Girl,Minor
,2016-02-03,Taeyeon,Rain,레인,,Youtube,Girl Solo,Minor
,2016-01-31,4Minute,Hate,싫어,ZANYBROS,Youtube,Girl,Major
,2016-01-31,WINNER,Baby Baby,베이비 베이비,FantazyLab,Youtube,Boy,Major
,2016-01-31,WINNER,Sentimental,센치해,Digipedi,Youtube,Boy,Major
,2016-01-31,WINNER,I'm Young,좋더라,,Youtube,Boy,Major
,2016-01-28,M.C The Max,No matter where,어디에도,,Youtube,Boy,Major
,2016-01-26,IMFACT,Lollipop,롤리팝,,Youtube,Boy,Major
,2016-01-26,SUS4,Pick Me Up,,,Youtube,Girl,Major
,2016-01-25,A.SOME,Temptress,템트리스,,Youtube,Girl,Major
,2016-01-24,GFRIEND,Rough,시간을 달려서,ZANYBROS,Youtube,Girl,Major
,2016-01-24,Mr.Mr,Just 1 Light,,,Youtube,Boy,Japanese
,2016-01-21,CNBLUE,Feel Good,필굿,,Youtube,Boy,CF
,2016-01-21,Bubble X,Monologue,혼잣말,,Youtube,Girl,Minor
,2016-01-21,Bubble X,Hit It,히릿,,Youtube,Girl,Minor
,2016-01-20,The Legend,Crush On You,반했다,,Youtube,Boy,Major
,2016-01-20,CROSS GENE,"Noona, You",누나 너 말야,,Youtube,Boy,Major
,2016-01-18,KARA,French kiss,フレンチキス,,Youtube,Girl,Japanese
,2016-01-18,VIXX,Depend On Me,,,Youtube,Boy,Japanese
,2016-01-17,Stellar,Sting,찔려,Digipedi,Youtube,Girl,Major
,2016-01-17,Teen Top,Warning Sign,사각지대,,Youtube,Boy,Major
,2016-01-14,V.O.S,The Only One For Me,그 사람이 너니까,,Youtube,Boy,Major
,2016-01-13,Baechigi,Walkak,왈칵,,Youtube,Boy,Major
,2016-01-07,Lucky J,No Love,노 러브,,Youtube,Co-ed,Major
,2016-01-07,AshGray,Push & Pull,밀당,,Youtube,Boy,Major
,2016-01-06,Flashe,Lip Bomb,립밤,,Youtube,Girl,Major
,2016-01-04,Dal Shabet,Someone Like U,너 같은,,Youtube,Girl,Major
,2016-01-04,CoCoSoRi,Dark Circle,다크서클,,Youtube,Girl,Major
,2015-12-23,iKON,What's Wrong?,왜 또,Sa Minhan,Youtube,Boy,Major
,2015-12-23,iKON,Dumb & Dumber,덤앤더머,,Youtube,Boy,Major
,2015-12-20,APRIL,Snowman,스노우맨,ZANYBROS,Youtube,Girl,Major
,2015-12-17,Dickpunks,Show Me,니가 보여,,Youtube,Boy,Major
,2015-12-16,HISTORY,Lost,,,Youtube,Boy,Japanese
,2015-12-13,SHINee,DxDxD,,,Youtube,Boy,Japanese
,2015-12-09,EXO,Sing For You,싱포유,,Youtube,Boy,Minor
,2015-12-08,g.o.d,A Funny But Sad Day,웃픈 하루,,Youtube,Boy,Major
,2015-12-08,Brown Eyed Soul,Home,,,Youtube,Boy,Major
,2015-12-07,Dynamic Duo,Oksang,옥상에서,,Youtube,Boy,Minor
,2015-12-06,Lovelyz,For You,그대에게,Digipedi,Youtube,Girl,Major
,2015-12-03,Girls' Generation-TTS,Dear Santa,,,Youtube,Girl,Major
,2015-12-03,Girls' Generation-TTS,Dear Santa (English ver.),,,Youtube,Girl,English
,2015-12-03,SEVENTEEN,Q&A (with Ailee),,Digipedi,Youtube,Boy,Minor
,2015-12-02,Nell,Lost in perspective,3인칭의 필요성,,Youtube,Boy,Major
,2015-12-01,LABOUM,AALOW AALOW,아로아로,,Youtube,Girl,Major
,2015-11-29,BTS,Run,런,Lumpens,Youtube,Boy,Major
,2015-11-26,UP10TION,Catch Me,여기여기 붙어라,,Youtube,Boy,Major
,2015-11-26,Noel,In the End,이별밖에,,Youtube,Boy,Major
,2015-11-25,I.C.E,Over U,,,Youtube,Girl,Major
,2015-11-25,K-Much,Tie My Hands,,,Youtube,Boy,Major
,2015-11-24,Road Boyz,Show Me Bang Bang,쇼 미 뱅 뱅,,Youtube,Boy,Major
,2015-11-24,APRIL,Muah!,무아!,ZANYBROS,Youtube,Girl,Major
,2015-11-23,9MUSES,Sleepless Night,잠은 안오고 배는 고프고,ZANYBROS,Youtube,Girl,Major
,2015-11-23,5tion,Lie,라이,,Youtube,Boy,Minor
,2015-11-22,GOT7,Confession Song,고백송,Naive,Youtube,Boy,Minor
,2015-11-20,Dynamic Duo,Dodoripyo,도돌이표,,Youtube,Boy,Minor
,2015-11-20,BIGFLO,"1,2,3,4",,,Youtube,Boy,Japanese
,2015-11-18,Apink,Sunday Morning,,,Youtube,Girl,Japanese
,2015-11-17,EXID,Hot Pink,핫핑크,Digipedi,Youtube,Girl,Major
,2015-11-17,JJCC,Insomnia,불면증,,Youtube,Boy,Major
,2015-11-17,Dynamic Duo,Jam,꿀잼,,Youtube,Boy,Major
,2015-11-16,B.I.G,Taola,타올라,Digipedi,Youtube,Boy,Major
,2015-11-16,Road Boyz,Poison Girl,독한 여자,,Youtube,Boy,Minor
,2015-11-16,Dynamic Duo,J.O.T.S,,,Youtube,Boy,Minor
,2015-11-16,The Legend,Nail,손톱,,Youtube,Boy,Major
,2015-11-15,Snuper,Shall We Dance,쉘 위 댄스,,Youtube,Boy,Major
,2015-11-15,B.A.P,"Young, Wild & Free",비에이피 - 영 와일드 앤 프리,ZANYBROS,Youtube,Boy,Major
,2015-11-15,iKON,Anthem,이리오너라,,Youtube,Boy,Major
,2015-11-15,iKON,Apology,지못미,Sa Minhan,Youtube,Boy,Major
,2015-11-12,UP10TION,Come as you are,그대로,,Youtube,Boy,Minor
,2015-11-12,MyB,DdoDdo,또또,,Youtube,Girl,Major
,2015-11-11,Dia Girls,Gently,스르륵,,Youtube,Girl,Major
,2015-11-11,D.Holic,Murphy & Sally,머피와 샐리,,Youtube,Girl,Major
,2015-11-11,Madtown,OMGT,오엠지티,,Youtube,Boy,Major
,2015-11-10,EXO,Lightsaber,라이트세이버,,Youtube,Boy,CF
,2015-11-09,Crayon Pop,Dancing All Night,댄싱 올 나잇,,Youtube,Girl,Japanese
,2015-11-09,Tahiti,Skip,스킵,,Youtube,Girl,Major
,2015-11-09,Wanna.B,Hands Up,손들어,,Youtube,Girl,Major
Post,2015-11-09,VIXX,Chained Up,사슬,Woogie Kim,Youtube,Boy,Major
,2015-11-09,MAP6,Storm,스톰,,Youtube,Boy,Major
,2015-11-05,Vetty L,Come Back Please,돌아와 제발,,Youtube,Girl,Major
,2015-11-04,Rania,Demonstrate,데몬스트레이트,,Youtube,Girl,Major
,2015-11-04,ROMEO,Target,타겟,,Youtube,Boy,Major
,2015-11-04,Davichi,Moment,이 순간,,Youtube,Girl,Minor
,2015-11-04,Brown Eyed Girls,Brave New World,신세계,FPK,Youtube,Girl,Major
,2015-11-04,Brown Eyed Girls,Warm Hole,웜홀,FPK,Youtube,Girl,Minor
,2015-11-03,Year 7 Class 1,Believe,,,Youtube,Girl,Major
,2015-11-02,Gavy NJ,Hello,헬로우,,Youtube,Girl,Major
,2015-11-01,VAV,Under The Moonlight,,,Youtube,Boy,Major
,2015-11-01,High4,D.O.A (Dead or Alive),데드 오어 얼라이브,,Youtube,Boy,Major
,2015-10-27,B1A4,Happy Days,,,Youtube,Boy,Japanese
,2015-10-26,f(x),4 Walls,포 월즈,,Youtube,Girl,Major
,2015-10-25,SHINee,Sing Your Song,,,Youtube,Boy,Japanese
,2015-10-21,N.Flying,Lonely,론리,,Youtube,Boy,Major
,2015-10-19,DIA,My Friend's Boyfriend,내 친구의 남자친구,,Youtube,Girl,Major
Post,2015-10-19,Twice,Like OOH-AHH,우아하게,Naive,Youtube,Girl,Major
,2015-10-18,Topp Dogg,The Beat,,,Youtube,Boy,Major
,2015-10-15,Uniq,Best Friend,,,Youtube,Boy,Minor
,2015-10-13,AOA,Oh Boy,보이,,Youtube,Girl,Japanese
,2015-10-11,BtoB,Way Back Home,집으로 가는 길,ZANYBROS,Youtube,Boy,Major
Post,2015-10-07,Oh My Girl,Closer,클로저,Sunny Visual,Youtube,Girl,Major
,2015-10-07,BIGFLO,Obliviate,오블리비아테,ZANYBROS,Youtube,Boy,Major
,2015-10-06,Taeyeon,I feat. Verbal Jint,아이,,Youtube,Girl Solo,Major
,2015-10-06,MelodyDay,Speed Up,스피드 업,,Youtube,Girl,Major
,2015-10-01,MONSTA X,Hero,히어로,Vikings League,Youtube,Boy,Major
,2015-09-30,Lovelyz,Ah-Choo,아츄,Digipedi,Youtube,Girl,Major
,2015-09-30,24K,Super Fly,날라리,,Youtube,Boy,Major
,2015-09-30,iKON,Rhythm Ta,리듬 타,,Youtube,Boy,Major
,2015-09-30,iKON,Airplane,에어플레인,,Youtube,Boy,Major
,2015-09-30,A-Daily,Spotlight,스포트라이트,,Youtube,Girl,Major
,2015-09-28,GOT7,If You Do,니가 하면,Naive,Youtube,Boy,Major
,2015-09-24,A.H.H.A,Hood On,훋 온,,Youtube,Girl,Major
,2015-09-24,Mamamoo,Girl Crush,걸크러쉬,,Youtube,Girl,OST
,2015-09-23,Cool,It's Alright,다 잘될 거야,,Youtube,Co-ed,Major
,2015-09-22,Berry Good,My First Love,내 첫사랑,,Youtube,Girl,Major
,2015-09-18,Nell,Star Shell,,,Youtube,Boy,Major
,2015-09-17,DIA,I Wanna Listen to Music,음악 들을래,,Youtube,Girl,Minor
,2015-09-17,DIA,Lean on Me (feat. Microdot),린온미,,Youtube,Girl,Minor
,2015-09-17,ZE:A,Continue,,,Youtube,Boy,Minor
,2015-09-16,Jonghyun,End of a Day,하루의 끝,,Youtube,Boy Solo,Minor
,2015-09-15,Super Junior,Magic,매직,,Youtube,Boy,Major
,2015-09-14,DIA,Somehow,왠지,,Youtube,Girl,Major
,2015-09-14,Fly To The Sky,It happens to be that way,그렇게 됐어,,Youtube,Boy,Major
,2015-09-14,Fly To The Sky,If I have to hate you,미워해야 한다면,,Youtube,Boy,Major
,2015-09-14,iKON,My Type,취향저격,Sa Minhan,Youtube,Boy,Major
,2015-09-13,CNBLUE,Cinderella,신데렐라,,Youtube,Boy,Major
,2015-09-13,Lovelyz,Shooting Star,작별하나,Digipedi,Youtube,Girl,Minor
,2015-09-10,UP10TION,"So, Dangerous",위험해,,Youtube,Boy,Major
,2015-09-09,Zest,Give Me A Chance,기회를줘,,Youtube,Boy,Major
,2015-09-09,SEVENTEEN,Mansae,만세,Im Seonggwan,Youtube,Boy,Major
,2015-09-08,Red Velvet,Dumb Dumb,덤덤,VM Project,Youtube,Girl,Major
,2015-09-08,Ladies' Code,Smile Even Though It Hurts,아파도 웃을래,,Youtube,Girl,Minor
,2015-09-07,CNBLUE,Supernova,,,Youtube,Boy,Japanese
,2015-09-07,5tion,Because of You,,,Youtube,Boy,Minor
,2015-09-06,DAY6,Congratulations,콩그레츄레이션,Naive,Youtube,Boy,Major
,2015-09-06,MONSTA X,Rush,신속히,,Youtube,Boy,Major
,2015-09-04,GOT7,Laugh Laugh Laugh,,,Youtube,Boy,Japanese
,2015-09-03,BIGSTAR,Full Moon Shine,달빛소나타,,Youtube,Boy,Major
,2015-08-31,ZE:A J,Kiminosobani ~Love to You~,君のそばに~Love to you~,,Youtube,Boy,Japanese
,2015-08-27,BEATWIN,Stalker,스토커,,Youtube,Boy,Major
,2015-08-27,Year 7 Class 1,Always (2015 ver.),,,Youtube,Girl,Major
,2015-08-27,VIXX,Can't Say,,,Youtube,Boy,Japanese
,2015-08-26,ALLSTAR,Sugar,슈가,,Youtube,Boy,Major
,2015-08-25,2EYES,Pippi,삐삐,LIKETHAT,Youtube,Girl,Major
,2015-08-24,"Mamamoo, Basick",Stand Up,,,Youtube,Girl,Minor
,2015-08-24,MyB,My Oh My,심장어택,,Youtube,Girl,Major
,2015-08-23,APRIL,Dream Candy,꿈사탕,Digipedi,Youtube,Girl,Major
,2015-08-19,JJCC,Where You At,어디야,,Youtube,Boy,Major
,2015-08-19,SG Wannabe,Love You,가슴 뛰도록,,Youtube,Boy,Major
,2015-08-19,SG Wannabe,Good Memory,좋은 기억,,Youtube,Boy,Major
,2015-08-18,Girls' Generation,You Think,유 싱크,Tiger Cave,Youtube,Girl,Major
,2015-08-17,Girls' Generation,Lion Heart,라이온 하트,ZANYBROS,Youtube,Girl,Major
,2015-08-16,FTISLAND,Puppy,,,Youtube,Boy,Japanese
,2015-08-16,Blady,Secret Number,비밀열쇠,,Youtube,Girl,Major
,2015-08-16,VIXX LR,Beautiful Liar,뷰티풀 라이어,,Youtube,Boy,Major
Post,2015-08-09,B1A4,Sweet Girl,스윗 걸,Sunny Visual,Youtube,Boy,Major
,2015-08-09,ZE:A J,Marry Me,,,Youtube,Boy,Chinese
,2015-08-08,BtoB,Summer Color My Girl,夏色 MY GIRL,,Youtube,Boy,Japanese
,2015-08-06,Baechigi,Shut Up,닥쳐줘요,,Youtube,Boy,Major
,2015-08-04,GD&T.O.P,Zutter,쩔어,,Youtube,Boy,Major
,2015-08-04,BIGBANG,Let's Not Fall In Love,우리 사랑하지 말아요,Han Samin,Youtube,Boy,Major
,2015-08-03,T-ara,So Crazy,완전 미쳤네,ZANYBROS,Youtube,Girl,Major
,2015-08-03,Apink,Petal,꽃잎점,,Youtube,Girl,Minor
Post,2015-08-02,SHINee,Married To The Music,메리드 투 더 뮤직,,Youtube,Boy,Major
,2015-08-02,The Legend,Shadow,,,Youtube,Boy,Major
,2015-08-01,Baby Boo,Boo Boo Boo,부부부,,Youtube,Girl,Major
,2015-07-31,Wonder Girls,I Feel You,아이필유,Lumpens,Youtube,Girl,Major
,2015-07-30,Dickpunks,Let's Play In The HanRiver,한강에서 놀아요,,Youtube,Boy,Major
,2015-07-29,Flashe,The Star Of Stars,별의별,,Youtube,Girl,Major
,2015-07-29,ZPZG,AOAO,,,Youtube,Boy,Major
,2015-07-26,Beast,YeY,예이,Tiger Cave,Youtube,Boy,Major
,2015-07-21,10X10,AMOMIA,아모미아,,Youtube,Girl,Major
,2015-07-21,Hello Venus,I'm Ill,난 예술이야,,Youtube,Girl,Major
,2015-07-20,Wanna.B,Attention,전체 차렷,,Youtube,Girl,Major
,2015-07-19,Beast,Gotta Go To Work,일하러 가야 돼,Tiger Cave,Youtube,Boy,Minor
,2015-07-19,Stellar,Vibrato,떨려요,Digipedi,Youtube,Girl,Major
,2015-07-19,Sonamoo,Cushion,쿠션,ZANYBROS,Youtube,Girl,Major
,2015-07-17,Awesome Baby,Why me?,내가 왜?,,Youtube,Girl,Major
,2015-07-15,Super Junior,Devil,데빌,,Youtube,Boy,Major
,2015-07-15,N*White,Paradise,천국,,Youtube,Girl,Major
,2015-07-13,Infinite,Bad,배드,Digipedi,Youtube,Boy,Major
,2015-07-12,GOT7,Just Right,딱 좋아,Naive,Youtube,Boy,Major
,2015-07-07,D.Holic,Chewy,쫄깃쫄깃,,Youtube,Girl,Major
,2015-07-07,Take,Rainy Day,주르르,,Youtube,Boy,Major
,2015-07-05,LoveUs,Tickle,티클,,Youtube,Girl,Major
,2015-07-03,A.cian,Just Leave,그냥 떠나가,,Youtube,Boy,Minor
,2015-07-02,4Ten,Go Easy,살살해,,Youtube,Girl,Major
,2015-07-01,Minx,Love Shake,러브 쉐이크,,Youtube,Girl,Major
,2015-07-01,9MUSES,Hurt Locker,다쳐,ZANYBROS,Youtube,Girl,Major
,2015-07-01,Hotshot,I'm A Hotshot,아임 어 핫샷,,Youtube,Boy,Major
,2015-06-30,BIGBANG,Sober,맨정신,Han Samin,Youtube,Boy,Major
,2015-06-30,Myname,Hello Again,,,Youtube,Boy,Japanese
,2015-06-29,Crayon Pop,Rarirure,라리루레,,Youtube,Girl,Japanese
,2015-06-28,BtoB,It's OK,괜찮아요,ZANYBROS,Youtube,Boy,Major
,2015-06-24,Playback,Playback,플레이백,,Youtube,Girl,Major
,2015-06-23,4Men,Blanket Kick,이불킥,,Youtube,Boy,Major
,2015-06-22,GFRIEND,Me Gustas Tu,오늘부터 우리는,ZANYBROS,Youtube,Girl,Major
,2015-06-21,AOA,Heart Attack,심쿵해,,Youtube,Girl,Major
,2015-06-21,Teen Top,ah-ah,아침부터 아침까지,,Youtube,Boy,Major
,2015-06-21,SISTAR,Shake It,쉐이크 잇,,Youtube,Girl,Major
,2015-06-19,Asha,Mr. Liar,미스터라이어,,Youtube,Girl,Major
Post,2015-06-18,Mamamoo,Um Oh Ah Yeh,음오아예,,Youtube,Girl,Major
,2015-06-15,Apink,Remember,리멤버,ZANYBROS,Youtube,Girl,Major
,2015-06-15,Song Jieun,Cool Night (with Sleepy),쿨밤,,Youtube,Girl Solo,Minor
Post,2015-06-14,2PM,My House,우리집,Naive,Youtube,Boy,Major
,2015-06-12,December,Reason,,,Youtube,Boy,Major
,2015-06-10,Tritops,Sorry That I'm Ugly,못생겨서 미안해,,Youtube,Boy,Major
,2015-06-10,TimeZ,Awaken,,,Youtube,Boy,Major
,2015-06-08,MBLAQ,Mirror,거울,,Youtube,Boy,Major
,2015-06-08,MelodyDay,#LoveMe,러브미,,Youtube,Girl,Major
,2015-06-07,Girls' Generation,Party,파티,ZANYBROS,Youtube,Girl,Major
,2015-06-04,A.KOR BLACK,How We Do,하우 위 두,,Youtube,Girl,Major
,2015-06-04,BIGBANG,We Like 2 Party,위라이크투파티,Han Samin,Youtube,Boy,Major
,2015-06-03,Boys Republic,Hello,헬로우,ZANYBROS,Youtube,Boy,Major
,2015-06-03,High4,Baby Boy,베이비 보이,,Youtube,Boy,Major
,2015-06-02,EXO,Love Me Right,러브 미 라잇,VM Project,Youtube,Boy,Major
,2015-06-02,HALO,While You're Sleeping,니가 잠든 사이에,,Youtube,Boy,Major
,2015-06-01,BIGBANG,Bang Bang Bang,뱅뱅뱅,Seo Hyunseung,Youtube,Boy,Major
,2015-06-01,Year 7 Class 1,White Wind,하얀바람,,Youtube,Girl,Major
,2015-06-01,4Men,You’re My Home,넌 나의 집,,Youtube,Boy,Major
,2015-05-31,Speed,What U,왓 유,,Youtube,Boy,Major
,2015-05-30,EXO,Call Me Baby,콜미 베이비,VM Project,Youtube,Boy,Major
Post,2015-05-29,SEVENTEEN,Adore U,아낀다,Dee Shin,Youtube,Boy,Major
,2015-05-29,miss A,Only You,다른 남자 말고 너,Naive,Youtube,Girl,Major
,2015-05-28,Urban Zakapa,212,둘 하나 둘,,Youtube,Co-ed,Major
Post,2015-05-27,CLC,Like,궁금해,ZANYBROS,Youtube,Girl,Major
,2015-05-27,2000won,GOODBAM,굿밤,,Youtube,Boy,Major
,2015-05-26,JJY Band,OMG,,,Youtube,Boy,Major
,2015-05-25,KARA,Cupid,큐피드,,Youtube,Girl,Major
,2015-05-23,BTS,DOPE,쩔어,Woogie Kim,Youtube,Boy,Major
,2015-05-22,Urban Zakapa,Get,,,Youtube,Co-ed,Major
,2015-05-22,Boyfriend,Glider,,,Youtube,Boy,Japanese
,2015-05-21,Uniq,Luv Again,,,Youtube,Boy,Major
,2015-05-20,A6P,Face Off,페이스오프,,Youtube,Boy,Major
,2015-05-20,HISTORY,Might Just Die,죽어버릴지도 몰라,,Youtube,Boy,Major
,2015-05-19,N.Flying,Awesome,기가 막혀,,Youtube,Boy,Major
Post,2015-05-18,SHINee,View,뷰,,Youtube,Boy,Major
,2015-05-18,GOT7,Love Train,,,Youtube,Boy,Japanese
Post,2015-05-13,MONSTA X,Trespass,무단침입,,Youtube,Boy,Major
,2015-05-12,Myname,Just Tell Me,딱 말해,,Youtube,Boy,Major
,2015-05-12,Take,Tonight,,,Youtube,Boy,Major
,2015-05-11,Girl's Day,Hello Bubble,헬로버블,,Youtube,Girl,Minor
,2015-05-10,Jun Hyoseong,Into You,반해,ZANYBROS,Youtube,Girl Solo,Major
,2015-05-07,BESTie,Excuse Me,익스큐즈미,ZANYBROS,Youtube,Girl,Major
,2015-05-06,ROMEO,Lovesick,예쁘니까,,Youtube,Boy,Major
,2015-05-03,TXT,Cat & Dog (English ver.),,,Youtube,Boy,English
,2015-05-02,Lovelyz,Hi~,안녕,Digipedi,Youtube,Girl,Major
,2015-04-30,BIGBANG,Loser,루저,Han Samin,Youtube,Boy,Major
,2015-04-30,BIGBANG,Bae Bae,배배,Seo Hyunseung,Youtube,Boy,Major
,2015-04-29,BTS,I NEED U,아이 니드 유,Lumpens,Youtube,Boy,Major
,2015-04-29,Cupid,I Feel Good,아이필굿,,Youtube,Girl,Major
,2015-04-28,Infinite,24 Hours,24時間,,Youtube,Boy,Japanese
,2015-04-26,A.cian,Driving,드라이빙,,Youtube,Boy,Major
,2015-04-23,Uniq,EOEO,,,Youtube,Boy,Major
,2015-04-23,Mr.Mr,Out,아웃,,Youtube,Boy,Major
,2015-04-23,Hotshot,Watch Out,워치아웃,,Youtube,Boy,Minor
,2015-04-19,Oh My Girl,Cupid,오마이걸,ZANYBROS,Youtube,Girl,Major
,2015-04-19,Gavy NJ,Ju Ju Ju,친구가 널봤대,,Youtube,Girl,Major
,2015-04-18,Apink,Promise U,새끼손가락,,Youtube,Girl,Minor
,2015-04-17,FTISLAND,Primavera,,,Youtube,Boy,Japanese
,2015-04-16,NU'EST,NA.NA.NA.Tears,NA.NA.NA.涙,,Youtube,Boy,Japanese
,2015-04-15,Tritops,Missing You Missing You Missing You,보고싶다 보고싶다 보고싶다,,Youtube,Boy,Major
,2015-04-14,Dal Shabet,Joker,조커,,Youtube,Girl,Major
,2015-04-14,Jinusean,Tell Me One More Time,한번 더 말해줘,,Youtube,Boy,Major
,2015-04-13,Infinite H,Crazy feat. Sanchez,니가 미치지 않고서야,,Youtube,Boy,Minor
,2015-04-13,M&D,I Wish,하고 싶어,,Youtube,Boy,Major
,2015-04-13,Bastarz,Zero For Conduct,품행제로,,Youtube,Boy,Major
,2015-04-12,EXID,Ah Yeah,아예,Naive,Youtube,Girl,Major
,2015-04-12,24K,Hey You,오늘 예쁘네,,Youtube,Boy,Major
,2015-04-12,CROSS GENE,Play With Me,나하고 놀자,,Youtube,Boy,Major
