post,date,artist,song_name,korean_name,director,video,type,release
,2015-04-11,J.Y. Park,Who's your mama? feat. Jessi,어머님이 누구니,Naive,Youtube,Boy Solo,Major
,2015-04-10,Daybreak,Beautiful People,빛나는 사람,,Youtube,Boy,Major
,2015-04-09,Girls' Generation,Catch Me If You Can,캐치미 이프유캔,Toshiyuki Suzuki,Youtube,Girl,Minor
,2015-04-08,JJCC,On the Flower Bed,꽃밭에서,,Youtube,Boy,Major
,2015-04-03,Take,One Spring Day,어느 봄날에,,Youtube,Boy,Major
Post,2015-04-01,Mamamoo,Ahh Oop (with eSNa),아훕!,Digipedi,Youtube,Girl,Minor
,2015-03-31,Super Junior-D&E,CHOK CHOK DANCE (Everybody's CHOK CHOK DANCE),촉이 와,,Youtube,Boy,
,2015-03-30,Blady,Come To Me,다가와,,Youtube,Girl,Major
,2015-03-26,Crayon Pop,FM,에프엠,,Youtube,Girl,Major
Post,2015-03-25,LABOUM,Sugar Sugar,슈가슈가,,Youtube,Girl,Major
,2015-03-25,Sonamoo,Just Go,가는거야,,Youtube,Girl,Minor
,2015-03-24,Hotshot,Midnight Sun,,,Youtube,Boy,Minor
,2015-03-23,N-Sonic,Black Out,블랙아웃,,Youtube,Boy,Major
,2015-03-22,FTISLAND,Pray,,,Youtube,Boy,Major
,2015-03-19,CNBLUE,White,,,Youtube,Boy,Japanese
,2015-03-19,Bubble X,Why Didn't I Know It Then,그땐 왜 몰랐을까,,Youtube,Girl,Minor
,2015-03-18,Untouchable,Crayon,크레파스,,Youtube,Boy,Major
,2015-03-18,Davichi,Two Lovers,두사랑,,Youtube,Girl,Major
,2015-03-18,CLC,Pepe,페페,ZANYBROS,Youtube,Girl,Major
,2015-03-17,SUS4,Shake It,흔들어,,Youtube,Girl,Major
,2015-03-17,BtoB,The future (tomorrow),未来（あした）,,Youtube,Boy,Japanese
,2015-03-15,Red Velvet,Ice Cream Cake,아이스크림 케이크,Woogie Kim,Youtube,Girl,Major
,2015-03-14,Red Velvet,Automatic,오토매틱,Shin Heewon,Youtube,Girl,Major
,2015-03-11,V.O.S,Someday,어느날 어느곳 어디선가,,Youtube,Boy,Major
,2015-03-11,Madtown,New World,드루와,,Youtube,Boy,Major
,2015-03-10,Stellar,Fool,멍청이,ZANYBROS,Youtube,Girl,Major
,2015-03-10,SHINee,Your Number,,,Youtube,Boy,Japanese
,2015-03-10,A.cian,Magic Girl,마녀시대,,Youtube,Boy,Minor
,2015-03-08,Boyfriend,Bounce,바운스,,Youtube,Boy,Major
,2015-03-05,B.I.G,Between Night n Music,밤과 음악 사이,,Youtube,Boy,Major
,2015-03-05,K-Much,Fish in a Bowl,어항 속 물고기,,Youtube,Boy,Major
,2015-03-05,Super Junior-D&E,Growing Pains,너는 나만큼,,Youtube,Boy,
,2015-03-03,Fiestar,You're Pitiful,짠해,,Youtube,Girl,Major
,2015-03-01,Myname,Stop The Time,,,Youtube,Boy,Japanese
,2015-02-26,NU'EST,I'm Bad,아임베드,PASTEL GLYPH,Youtube,Boy,Major
,2015-02-25,Shinhwa,Sniper,표적,,Youtube,Boy,Major
,2015-02-25,Lip Service,In The Spring,봄 되면 어쩌나,,Youtube,Girl,Major
,2015-02-24,Untouchable,Mask On,,,Youtube,Boy,Major
,2015-02-24,U-KISS,Action,,,Youtube,Boy,Japanese
Post,2015-02-23,VIXX,Love Equation,이별공식,,Youtube,Boy,Major
,2015-02-22,Rainbow,Black Swan,블랙스완,,Youtube,Girl,Major
,2015-02-16,K-Much,December 24,12월 24일,,Youtube,Boy,Major
,2015-02-15,Niel,Lovekiller,못된 여자,,Youtube,Boy Solo,Major
,2015-02-11,Infinite,Dilemma,,,Youtube,Boy,Japanese
,2015-02-11,Myname,To Very So Much,너무 very 막,,Youtube,Boy,Major
,2015-02-09,After School,Shine,,,Youtube,Girl,Japanese
,2015-02-08,Berry Good,Because of You,요즘 너 때문에 난,,Youtube,Girl,Major
,2015-02-08,4Minute,Crazy,미쳐,ZANYBROS,Youtube,Girl,Major
,2015-02-05,Mamamoo,My Everything,내 눈 속엔 너,,Youtube,Girl,OST
,2015-02-02,Shinhwa,Memory,,,Youtube,Boy,Major
,2015-01-28,A.T.O,Crazy,미친,,Youtube,Boy,Major
,2015-01-28,Sunny Hill,Child In Time,교복을 벗고,,Youtube,Girl,Major
,2015-01-26,Wassup,Stupid Liar,,,Youtube,Girl,Major
,2015-01-25,Infinite H,Pretty,예뻐,ZANYBROS,Youtube,Boy,Major
,2015-01-25,4Minute,Cold Rain,추운 비,ZANYBROS,Youtube,Girl,Minor
,2015-01-23,Davichi,"Sorry, I'm Happy",행복해서 미안해,,Youtube,Girl,Major
,2015-01-23,B1A4,Shiroi Kiseki,白いキセキ,,Youtube,Boy,Japanese
,2015-01-22,U-KISS,Playground,놀이터,,Youtube,Boy,Major
,2015-01-22,1PUNCH,Nightmare,나이트메어,,Youtube,Boy,Minor
,2015-01-22,1PUNCH,Turn me back,돌려놔,,Youtube,Boy,Major
,2015-01-22,9MUSES,Drama,드라마,ZANYBROS,Youtube,Girl,Major
,2015-01-21,Davichi,Cry Again,또 운다 또,,Youtube,Girl,Major
,2015-01-20,The Legend,Trace,흔적,,Youtube,Boy,Major
,2015-01-16,Big Byung,Ojingeo Doenjang,오징어 된장,,Youtube,Boy,Special
Post,2015-01-14,GFRIEND,Glass Bead,유리구슬,ZANYBROS,Youtube,Girl,Major
,2015-01-13,JJCC,Fire,질러,,Youtube,Boy,Major
,2015-01-12,Tahiti,Phone Number,폰넘버,,Youtube,Girl,Major
,2015-01-10,Jonghyun,Déjà-Boo feat. Zion.T,데자-부,,Youtube,Boy Solo,Minor
,2015-01-08,Hello Venus,Wiggle Wiggle,위글위글,ZANYBROS,Youtube,Girl,Major
,2015-01-08,Noel,Your Voice,목소리,,Youtube,Boy,Major
,2015-01-08,Jonghyun,Crazy (Guilty Pleasure) feat IRON,크레이지 (길티 플레져),,Youtube,Boy Solo,Major
,2015-01-08,HALO,Surprise,서프라이즈,,Youtube,Boy,Major
,2015-01-06,Flashe,My Day,마이데이,,Youtube,Girl,Major
,2015-01-05,Tritops,Your Fever,너의 체온,,Youtube,Boy,Major
,2015-01-04,4Ten,Why,왜 이래,,Youtube,Girl,Major
,2015-01-04,High4,Day By Day,비슷해,,Youtube,Boy,Major
,2015-01-02,Epik High,Shoebox,신발장,,Youtube,Boy,Minor
Post,2014-12-28,Sonamoo,Deja vu,데자뷰,ZANYBROS,Youtube,Girl,Major
,2014-12-28,The SeeYa,The Song of Love,사랑의 노래,,Youtube,Girl,Major
,2014-12-21,BtoB,The Winter's Tale,울면 안 돼,,Youtube,Boy,Major
,2014-12-15,Nell,Green Nocturne,청춘연가,,Youtube,Boy,Major
,2014-12-11,V.O.S,The End,반대로만 살자,,Youtube,Boy,Major
,2014-12-11,MelodyDay,Anxious,겁나,,Youtube,Girl,Minor
,2014-12-10,Teen Top,Snow Kiss,눈사탕,,Youtube,Boy,Minor
,2014-12-08,Wassup,Shut Up U,시끄러워U,,Youtube,Girl,Major
,2014-12-05,"Dynamic Duo, Lena Park",SsSs,싱숭생숭,,Youtube,Boy,Major
,2014-12-04,BtoB,You Can Cry,울어도 돼,,Youtube,Boy,Minor
,2014-12-03,Untouchable,Clockwork,,,Youtube,Boy,Major
,2014-12-03,Luluz,How About Me?,넌 나 어때?,,Youtube,Girl,Major
,2014-12-03,Wanna.B,My Type,,,Youtube,Girl,Major
,2014-12-03,A-Daily,If You Don't Tell Me,말을 해야 알지,,Youtube,Girl,Major
,2014-12-02,Clazziquai Project,Call Me Back,,,Youtube,Co-ed,Minor
,2014-12-02,Clazziquai Project,Android,,,Youtube,Co-ed,Minor
,2014-11-30,Infinite F,Heartthrob,가슴이 뛴다,Dari Cho (FPK),Youtube,Boy,Major
,2014-11-28,Yery Band,Snow Love,눈사랑,,Youtube,Co-ed,Major
,2014-11-28,U-KISS,Sweetie,,,Youtube,Boy,Japanese
,2014-11-28,M.C The Max,Look at,바라보기,,Youtube,Boy,Major
,2014-11-26,Sunny Hill,Here I Am,지우다,,Youtube,Girl,Major
,2014-11-24,Tiny-G M,The Only One,,,Youtube,Girl,Major
,2014-11-24,BIGFLO,BAD MAMA JAMA,배드마마자마,,Youtube,Boy,Major
,2014-11-23,Apink,LUV,러브,ZANYBROS,Youtube,Girl,Major
,2014-11-23,Zest,My All,,,Youtube,Boy,Major
,2014-11-23,T-ara,Little Apple,,,Youtube,Girl,CF
,2014-11-20,GD X TAEYANG,Good Boy,굿보이,,Youtube,Boy,Major
Post,2014-11-20,Mamamoo,Piano Man,피아노 맨,Kwon Soonwook,Youtube,Girl,Major
,2014-11-19,HALO,Come On Now,어서 이리온now,,Youtube,Boy,Major
,2014-11-19,The Legend,I Wanna Know,,,Youtube,Boy,Major
,2014-11-17,5URPRISE,From My Heart,프롬 마이 하트,,Youtube,Boy,Major
,2014-11-16,Lovelyz,Candy Jelly Love,캔디 젤리 러브,Digipedi,Youtube,Girl,Major
,2014-11-16,GOT7,Stop Stop It,하지하지마,Naive,Youtube,Boy,Major
,2014-11-11,Boys Republic,The Real One,진짜가 나타났다,,Youtube,Boy,Major
Post,2014-11-10,AOA,Like a Cat,사뿐사뿐,,Youtube,Girl,Major
,2014-11-09,Teen Top,I'm Sorry,우린 문제 없어,,Youtube,Boy,Major
,2014-11-09,Lovelyz,Good Night Like Yesterday,어제처럼 굿나잇,Digipedi,Youtube,Girl,Minor
,2014-11-09,CROSS GENE,"I'm Not a Boy, Not Yet a Man",어려도 남자야,,Youtube,Boy,Major
,2014-11-07,Urban Zakapa,Self Hatred,미운 나,,Youtube,Co-ed,Major
,2014-11-06,Year 7 Class 1,Break Up Fighting,이별파이팅,,Youtube,Girl,Major
,2014-11-05,Hello Venus,Sticky Sticky,끈적끈적,,Youtube,Girl,Major
,2014-11-04,Urban Zakapa,Consulation,위로,,Youtube,Co-ed,Major
,2014-11-04,Spica,Ghost,고스트,,Youtube,Girl,Major
,2014-11-02,Boyfriend,White Out,화이트 아웃,,Youtube,Boy,Minor
,2014-10-30,LABOUM,What About You,어떡할래,,Youtube,Girl,Major
,2014-10-30,The Legend,Lost,로스트,,Youtube,Boy,Major
,2014-10-29,2AM,Over The Destiny,나타나 주라,,Youtube,Boy,Major
,2014-10-28,A.cian,Ouch,아우치,,Youtube,Boy,Major
,2014-10-28,As One,For the night,오늘같은 날,,Youtube,Girl,Major
,2014-10-28,Hotshot,Take A Shot,테이크 어 샷,,Youtube,Boy,Major
,2014-10-27,Super Junior,Evanesce,백일몽,,Youtube,Boy,Minor
,2014-10-26,2AM,Days Like Today,오늘따라,,Youtube,Boy,Major
,2014-10-24,D.Holic,I Don’t Know,몰라요,,Youtube,Girl,Major
,2014-10-24,D.Holic,Without You,,,Youtube,Girl,Major
,2014-10-23,Topp Dogg,Annie,애니,,Youtube,Boy,Major
,2014-10-23,Uniq,Born To Fight,,,Youtube,Boy,OST
,2014-10-23,Beast,How are you?,キミはどう？,,Youtube,Boy,Japanese
,2014-10-23,S,Without You,하고 싶은 거다,,Youtube,Boy,Major
,2014-10-22,Super Junior,This Is Love,디스이즈러브,,Youtube,Boy,Major
,2014-10-22,g.o.d,Wind,바람,,Youtube,Boy,Major
Post,2014-10-21,BTS,War of Hormone,호르몬 전쟁,,Youtube,Boy,Major
,2014-10-21,Epik High,Spoiler + Happy Ending,스포일러 + 헤픈엔딩,,Youtube,Boy,Major
,2014-10-20,B.I.G,Are You Ready?,준비됐나요,,Youtube,Boy,Major
,2014-10-20,Epik High,Born Hater,,,Youtube,Boy,Major
,2014-10-19,Beast,12:30,12시 30분,Tiger Cave,Youtube,Boy,Major
,2014-10-19,Uniq,Falling In Love,,,Youtube,Boy,Major
,2014-10-15,AlphaBAT,#A-Ya,#아야,,Youtube,Boy,Minor
,2014-10-14,Girl's Day,I Miss You,보고싶어,Lim Sungwan,Youtube,Girl,Minor
,2014-10-14,Girls' Generation,Divine,,,Youtube,Girl,Japanese
Post,2014-10-13,VIXX,Error,에러,ZANYBROS,Youtube,Boy,Major
,2014-10-13,Song Jieun,Twenty-Five,예쁜 나이 25살,ZANYBROS,Youtube,Girl Solo,Major
,2014-10-12,Boyfriend,Witch,위치,,Youtube,Boy,Major
,2014-10-10,T-ara,Number Nine,넘버나인,ZANYBROS,Youtube,Girl,Major
,2014-10-10,T-ara,Because I Know,느낌아니까,ZANYBROS,Youtube,Girl,Minor
,2014-10-10,NU'EST,Shalala Ring,,,Youtube,Boy,Japanese
,2014-10-09,Red Velvet,Be Natural,비내츄럴,Kwon Soonwook,Youtube,Girl,Major
,2014-10-06,Gavy NJ,I Wish,좋겠다,,Youtube,Girl,Major
,2014-10-05,Madtown,YOLO,욜로,,Youtube,Boy,Major
,2014-09-30,FTISLAND,To The Light,,,Youtube,Boy,Japanese
,2014-09-30,GOT7,Around The World,,,Youtube,Boy,Japanese
,2014-09-29,Noel,The Day,그날이야,,Youtube,Boy,Major
,2014-09-28,BtoB,You're So Fly,넌 감동이야,ZANYBROS,Youtube,Boy,Major
,2014-09-26,BEATWIN,Illusion,일루션,,Youtube,Boy,Major
,2014-09-25,ZPZG,Go Crazy,미치겠다,,Youtube,Boy,Major
,2014-09-23,Song Jieun,Don't Look at me Like That,쳐다보지마,ZANYBROS,Youtube,Girl Solo,Minor
,2014-09-18,Clazziquai Project,Still I'm By Your Side,내게 돌아와,,Youtube,Co-ed,Major
,2014-09-18,Minx,Why Did You Come To My Home?,우리 집에 왜 왔니?,August Frogs,Youtube,Girl,Major
,2014-09-17,Girls' Generation-TTS,Holler,,ZANYBROS,Youtube,Girl,Major
,2014-09-15,Ladies' Code,I'm Fine Thank You,,,Youtube,Girl,Minor
,2014-09-15,N*White,Hello Boy,동화,,Youtube,Girl,Major
,2014-09-14,Teen Top,Missing,쉽지않아,,Youtube,Boy,Major
,2014-09-11,T-ara,SUGAR FREE,슈가프리,ZANYBROS,Youtube,Girl,Major
,2014-09-11,Spica.S,Give Your Love,남주긴 아까워?,,Youtube,Girl,Major
,2014-09-09,2PM,Go Crazy!,미친거 아니야?,,Youtube,Boy,Major
,2014-09-04,A.KOR,But Go,벗 고,,Youtube,Girl,Major
,2014-09-02,Orange Caramel,The Gangnam Avenue,강남거리,,Youtube,Girl,Minor
,2014-08-30,WINNER,I'm Him (Mino Solo),걔 세,FantazyLab,Youtube,Boy,Major
,2014-08-29,Baechigi,Boy Jump,소년점프,,Youtube,Boy,Major
,2014-08-28,Super Junior,Mamacita,마마시타 (아야야),,Youtube,Boy,Major
,2014-08-28,100%,Summer Hero,썸머 히어로,,Youtube,Boy,Major
,2014-08-27,CNBLUE,Radio,,,Youtube,Boy,Japanese
,2014-08-27,LABOUM,Pit-a-pat,두근두근,,Youtube,Girl,Major
,2014-08-26,EXID,Up&Down,위아래,Digipedi,Youtube,Girl,Major
,2014-08-26,High4,Headache,뱅뱅뱅,,Youtube,Boy,Major
,2014-08-25,Touch,Me,난,,Youtube,Boy,Major
,2014-08-25,SISTAR,I Swear,아이 스웨어,,Youtube,Girl,Major
,2014-08-25,4Ten,Tornado,토네이도,,Youtube,Girl,Major
,2014-08-21,AlphaBAT,Oh My Gosh!,답정너,,Youtube,Boy,Minor
,2014-08-20,JJCC,Bing Bing Bing,빙빙빙,,Youtube,Boy,Major
,2014-08-20,Stellar,Mask,마스크,,Youtube,Girl,Major
,2014-08-20,Lip Service,Too Fancy,돈비싸,,Youtube,Girl,Major
,2014-08-20,Sunny Hill,Monday Blues,먼데이 블루스,,Youtube,Girl,Major
,2014-08-19,BTS,Danger,댄저,Lumpens,Youtube,Boy,Major
,2014-08-19,Big Byung,Stress Come On,스트레스 컴온!,,Youtube,Boy,Special
,2014-08-17,KARA,Mamma Mia,맘마미아,,Youtube,Girl,Major
,2014-08-17,Orange Caramel,My Copycat,나처럼 해봐요,,Youtube,Girl,Major
,2014-08-15,Taemin,Danger,괴도,Woogie Kim,Youtube,Boy Solo,Major
,2014-08-11,B.A.P,Excuse Me,익스큐즈미,,Youtube,Boy,Japanese
,2014-08-11,WINNER,empty,공허해,Seo Hyunseung,Youtube,Boy,Major
,2014-08-11,WINNER,Color Ring,컬러링,Dee Shin,Youtube,Boy,Major
,2014-08-10,SECRET,I'm In Love,아임 인 러브,ZANYBROS,Youtube,Girl,Major
,2014-08-07,Spica,I Did It,,,Youtube,Girl,English
,2014-08-06,Ladies' Code,Kiss Kiss,키스 키스,,Youtube,Girl,Major
,2014-08-03,Red Velvet,Happiness,행복,Woogie Kim,Youtube,Girl,Major
,2014-08-01,Clazziquai Project,Madly,,,Youtube,Co-ed,Major
,2014-08-01,4L,Move,무브,,Youtube,Girl,Major
,2014-08-01,Girls' Generation,Indestructible,,,Youtube,Girl,Japanese
,2014-07-31,Sunny Hill,Once in Summer,그 해 여름,,Youtube,Girl,Major
,2014-07-30,CNBLUE,Go Your Way,,,Youtube,Boy,Japanese
,2014-07-28,JYJ,Back Seat,,,Youtube,Boy,Major
,2014-07-28,LC9,East of Eden,에덴의 동쪽,,Youtube,Boy,Minor
,2014-07-28,NU'EST,Storybook,,,Youtube,Boy,Minor
,2014-07-28,"High4, Lim Kim",A Little Close,해요 말고 해,,Youtube,Boy,Major
,2014-07-27,Zest,Last Night Story,어젯밤 이야기,,Youtube,Boy,Major
,2014-07-27,BESTie,Hot Baby,핫 베이비,,Youtube,Girl,Major
,2014-07-26,CROSS GENE,Shooting Star,슈팅스타,,Youtube,Boy,Minor
,2014-07-23,Blast,Git It Girl,기릿걸,,Youtube,Boy,
,2014-07-23,Block B,HER,헐,Tiger Cave,Youtube,Boy,Major
,2014-07-22,Daybreak,Hot Fresh,,,Youtube,Boy,Major
,2014-07-21,Delight,Hate You!,내가 없냐!,,Youtube,Girl,Major
,2014-07-21,Boys Republic,Dress Up,예쁘게 입고 나와,,Youtube,Boy,Major
,2014-07-21,Boyfriend,Here!,,,Youtube,Boy,Japanese
,2014-07-20,Infinite,Back,백,,Youtube,Boy,Major
,2014-07-20,SISTAR,Touch My Body,터치 마이 바디,,Youtube,Girl,Major
,2014-07-16,"Dynamic Duo, DJ Premier",AEAO,,,Youtube,Boy,Major
,2014-07-16,Lucky J,Can You Hear Me,들리니,,Youtube,Co-ed,Major
,2014-07-14,A.KOR,Payday,페이데이,,Youtube,Girl,Major
,2014-07-13,Crayon Pop,Hey Mister,헤이 미스터,,Youtube,Girl,Major
,2014-07-13,Girl's Day,Darling,달링,,Youtube,Girl,Major
,2014-07-13,B1A4,Solo Day,솔로데이,Sunny Visual,Youtube,Boy,Major
,2014-07-10,BESTie,Like a Star,별처럼,,Youtube,Girl,Minor
,2014-07-10,g.o.d,The Story of Our Lives,우리가 사는 이야기,,Youtube,Boy,Major
,2014-07-10,CROSS GENE,BILLION DOLLA,빌리언달러,Teppei Nakamura,Youtube,Boy,Japanese
,2014-07-08,B.I.G,Hello,안녕하세요,,Youtube,Boy,Major
,2014-07-08,Evening,Always A Child,언제나 어린애,,Youtube,Co-ed,Major
,2014-07-08,g.o.d,Saturday Night,,,Youtube,Boy,Major
,2014-07-08,The Legend,Left Out,미.남,,Youtube,Boy,Major
,2014-07-08,NU'EST,Good Bye Bye,굿 바이 바이,ZANYBROS,Youtube,Boy,Major
,2014-07-08,CROSS GENE,Amazing - Bad Lady -,어메이징 배드 레이디,,Youtube,Boy,Major
,2014-07-07,100%,U Beauty,니가 예쁘다,,Youtube,Boy,Major
,2014-07-07,C-Clown,Let's Love,나랑만나,,Youtube,Boy,Major
,2014-07-04,Davichi,Don't Move,움직이지마,,Youtube,Girl,Major
,2014-07-04,LU:KUS,So Into U,기가막혀,,Youtube,Boy,Major
,2014-07-04,Clazziquai Project,Love Satellite,,,Youtube,Co-ed,Major
,2014-07-03,Song Jieun,False Hope,희망고문,ZANYBROS,Youtube,Girl Solo,Major
,2014-07-02,Tiny-G,Ice Baby,아이스 베이비,,Youtube,Girl,Major
,2014-07-02,A-JAX,Vampire Flower,뱀파이어의 꽃,,Youtube,Boy,OST
,2014-07-02,Wings,Blossom,꽃이 폈어요,,Youtube,Girl,Major
,2014-07-02,f(x),Red Light,레드 라이트,,Youtube,Girl,Major
,2014-07-01,Fiestar,One More,하나 더,,Youtube,Girl,Major
,2014-06-30,g.o.d,Sky Blue Promise,하늘색 약속,,Youtube,Boy,Major
,2014-06-25,2NE1,Crush,,Seo Hyunseung,Youtube,Girl,Japanese
,2014-06-25,HALO,Fever,체온이 뜨거워,,Youtube,Boy,Major
,2014-06-24,Untouchable,Take Out,,,Youtube,Boy,Major
,2014-06-22,HISTORY,Psycho,싸이코,,Youtube,Boy,Major
,2014-06-22,GOT7,A,에이,Naive,Youtube,Boy,Major
,2014-06-22,BIGFLO,Delilah,딜라일라,ZANYBROS,Youtube,Boy,Major
,2014-06-19,Davichi,Pillow,팔베개,,Youtube,Girl,Major
,2014-06-18,AOA,Short Hair,단발머리,,Youtube,Girl,Major
,2014-06-17,Dynamic Duo,Summer Time,자리비움,,Youtube,Boy,Major
Post,2014-06-17,Mamamoo,Mr. Ambiguous,Mr. 애매모호,Min Oh,Youtube,Girl,Major
,2014-06-15,Beast,Good Luck,굿 럭,Tiger Cave,Youtube,Boy,Major
,2014-06-15,Apink,Crystal,크리스탈,,Youtube,Girl,Minor
,2014-06-11,Tahiti,Oppa You're Mine,오빤내꺼,,Youtube,Girl,Major
,2014-06-10,Boyfriend,Alarm,알람,,Youtube,Boy,Minor
,2014-06-09,Beast,No More,이젠 아니야,Tiger Cave,Youtube,Boy,Minor
,2014-06-09,Wassup,Fire,,,Youtube,Girl,Major
,2014-06-09,Bob Girls,No Way,노웨이,,Youtube,Girl,Major
,2014-06-08,Topp Dogg,Topdog,,,Youtube,Boy,Major
,2014-06-08,N-Sonic,Pop Beyond,빠삐용,,Youtube,Boy,Major
,2014-06-05,Davichi,Again,헤어졌다 만났다,,Youtube,Girl,Major
,2014-06-05,Fly To The Sky,Years Apart,십년이 지나도,,Youtube,Boy,Minor
,2014-06-05,ZE:A,Breathe,숨소리,,Youtube,Boy,Major
,2014-06-04,Boyfriend,Obsession,너란 여자,,Youtube,Boy,Major
,2014-06-02,B.A.P,Where Are You?,어디니? 뭐하니?,ZANYBROS,Youtube,Boy,Minor
,2014-06-01,U-KISS,Quit Playing,끼부리지마,,Youtube,Boy,Major
,2014-05-29,SHINee,Lucky Star,,,Youtube,Boy,Japanese
,2014-05-29,Dynamic Duo,Life Is Good,거품 안 넘치게 따라줘,,Youtube,Boy,Minor
,2014-05-28,N-Sonic,Crazy,미치겠네,,Youtube,Boy,Major
Post,2014-05-26,VIXX,ETERNITY,기적,ZANYBROS,Youtube,Boy,Major
,2014-05-26,Year 7 Class 1,Always,,,Youtube,Girl,Major
,2014-05-26,Boyfriend,Startup!,スタートアップ！,,Youtube,Boy,Japanese
,2014-05-25,15&,Sugar,슈가,,Youtube,Girl,Major
,2014-05-21,Berry Good,Love Letter,러브레터,,Youtube,Girl,Major
,2014-05-20,Infinite,Last Romeo,라스트 로미오,,Youtube,Boy,Major
,2014-05-20,Beast,Adrenaline,아드레날린,,Youtube,Boy,Japanese
,2014-05-20,Fly To The Sky,You You You,너를 너를 너를,,Youtube,Boy,Major
,2014-05-20,2NE1,Gotta Be You,너 아님 안,Han Samin,Youtube,Girl,Major
,2014-05-19,Urban Zakapa,Like A Bird,,,Youtube,Co-ed,Major
,2014-05-19,Flashe,Hey You,헤이 유,,Youtube,Girl,Major
,2014-05-19,Orange Caramel,Abing Abing,아빙아빙,,Youtube,Girl,Major
,2014-05-15,Mr.Mr,Big Man,빅 맨,,Youtube,Boy,Major
,2014-05-14,BTL,Too-G,투지,,Youtube,Boy,Major
,2014-05-12,4Men,Erase,지우고 싶다,,Youtube,Boy,Major
,2014-05-12,4Men,Ok,,,Youtube,Boy,Major
,2014-05-12,T-ara,Lucky Wannabeee!,,,Youtube,Girl,Japanese
,2014-05-11,Jun Hyoseong,Good-night Kiss,굿나잇 키스,ZANYBROS,Youtube,Girl Solo,Major
,2014-05-08,FTISLAND,Be Free,,,Youtube,Boy,Japanese
,2014-05-06,EXO,Overdose,중독,ZANYBROS,Youtube,Boy,Major
,2014-05-06,Mr.Mr,It's You,,,Youtube,Boy,Major
,2014-05-01,AKMU,Give Love,기브 러브,,Youtube,Co-ed,Major
,2014-04-27,100%,Phone,전화,,Youtube,Boy,Minor
,2014-04-15,CNBLUE,Still,,,Youtube,Boy,Japanese
,2014-04-14,AKMU,Melted,얼음들,Dee Shin,Youtube,Co-ed,Major
,2014-04-14,Nell,The great escape,소멸탈출,,Youtube,Boy,Minor
,2014-04-14,Block B,Jackpot,잭팟,,Youtube,Boy,Major
,2014-04-11,2000won,I Hate Seoul,서울이 싫어졌어,,Youtube,Boy,Major
,2014-04-07,AKMU,200%,이백퍼센트,,Youtube,Co-ed,Major
,2014-04-07,"High4, IU","Not Spring, Love, or Cherry Blossoms","봄,사랑,벚꽃 말고",,Youtube,Boy,Major
,2014-04-06,Toheart,Tell Me Why,,,Youtube,Boy,Major
,2014-04-06,BTS,Just One Day,하루만,Lumpens,Youtube,Boy,Major
,2014-04-04,CNBLUE,Truth,,,Youtube,Boy,Japanese
,2014-04-04,AliceWhite,Baby Like That,빙빙빙,,Youtube,Girl,Major
,2014-04-02,Speed,Look At Me Now,룩 앳 미 나우,,Youtube,Boy,Major
,2014-04-01,Billionaire,That Night,그날밤에,,Youtube,Boy,Major
,2014-03-31,Crayon Pop,Uh-ee,어이,,Youtube,Girl,Major
Post,2014-03-30,Apink,Mr. Chu,미스터 츄,Digipedi,Youtube,Girl,Major
,2014-03-30,M.I.B,Chisa'Bounce,치사BOUNCE,,Youtube,Boy,Major
,2014-03-30,Super Junior-M,Swing,,,Youtube,Boy,Major
,2014-03-27,A-PRINCE,Kiss Scene,키스할래요,,Youtube,Boy,Major
,2014-03-27,Tint,Wolf Is Stupid,늑대들은 몰라요,,Youtube,Girl,Major
,2014-03-25,Gavy NJ,How Are You?,별일없니?,,Youtube,Girl,Major
,2014-03-24,Baechigi,Dduraeyo,뜨래요,,Youtube,Boy,Major
,2014-03-24,Boyfriend,My Avatar,,,Youtube,Boy,Japanese
,2014-03-23,JJCC,At First,첨엔 다 그래,,Youtube,Boy,Major
,2014-03-23,MBLAQ,Be A Man,남자답게,,Youtube,Boy,Major
,2014-03-17,Speed,Zombie Party,좀비파티,,Youtube,Boy,Major
,2014-03-16,100%,Beat,심장이 뛴다,,Youtube,Boy,Major
,2014-03-16,FTISLAND,Uncharted Future,未体験Future,,Youtube,Boy,Japanese
,2014-03-16,4Minute,Whatcha Doin' Today?,오늘 뭐해,ZANYBROS,Youtube,Girl,Major
,2014-03-11,Wings,Hair Short,,,Youtube,Girl,Major
,2014-03-11,Orange Caramel,Catallena,까탈레나,,Youtube,Girl,Major
,2014-03-10,Toheart,Delicious,,,Youtube,Boy,Major
,2014-03-02,1PS,Because I'm your girl,여자이니까,,Youtube,Girl,Major
,2014-03-02,2NE1,Happy,해피,Han Samin,Youtube,Girl,Major
,2014-03-02,2NE1,Come Back Home,컴백홈,Dee Shin,Youtube,Girl,Major
,2014-02-27,BESTie,Thank U Very Much,땡큐 베리 머치,ZANYBROS,Youtube,Girl,Major
,2014-02-27,Nell,Four times around the sun,지구가 태양을 네번,,Youtube,Boy,Major
,2014-02-26,TVXQ!,Spellbound,수리수리,,Youtube,Boy,Major
,2014-02-26,K-Girls,Not Bad,,,Youtube,Girl,Major
,2014-02-25,Girls' Generation,Mr.Mr,미스터미스터,Kim Beomchul,Youtube,Girl,Major
,2014-02-24,AlphaBAT,Tantara,딴따라,,Youtube,Boy,Major
,2014-02-24,MelodyDay,Another Parting,어떤 안녕,,Youtube,Girl,Major
