title;singer;album;producer;distributor;is_popular;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow;times_in_chart;first_time_in_chart_date;first_time_in_chart_year;first_time_in_chart_month;first_time_in_chart_quarter;first_time_in_chart_period
모두 다 사랑하리 (송골매);kim kyung ho;`나는 가수다` 경연 9-1. 가수들이 부르고 싶은 노래;아이엠비씨;nhn벅스;0;0;0;0;False;4VO0r3FVEJorIUyGhHQXIn;compilation;279243;False;0.473;0.311;0.649;1.3300000000000001e-05;0.71;-6.561;0.046;0.209;137.697;15Tra1ytu0naoNByIhZArl;0;1;1;2011-09-01;2011;9;3;other
모든 날, 모든 순간 (every day, every moment);paul kim;`키스 먼저 할까요?` ost part 3;sm entertainment;dreamus;1;7;1;0;False;3Ml2s37uS9jqRM2R3bfDiB;single;210493;False;0.8590000000000001;0.47;0.28800000000000003;1.7800000000000002e-05;0.10300000000000001;-9.434;0.0279;0.153;133.25;4qRXrzUmdy3p33lgvJEzdv;1;0;28;2018-05-01;2018;5;2;other
모래시계 (prod. 헤이즈);wanna one - the heal;1÷χ=1 (undivided);swing entertainment, stone music entertainment;stone music entertainment;0;0;0;0;False;5p5Krip46rxBI9hvcA38ad;single;228713;False;0.327;0.618;0.693;0.0;0.139;-5.409;0.0941;0.319;94.81700000000001;1gUu1J8msjln20VCCqj4BA;0;0;1;2018-08-01;2018;8;3;summer
모르나봐;soyou-sep-brothersu;그녀는 예뻤다 ost part.4;본팩토리월드와이드;카카오 m;1;1;0;0;True;74V0zBpzPvV777sBf7M2lf;single;200640;False;0.6829999999999999;0.505;0.48700000000000004;0.0;0.11199999999999999;-6.558;0.0303;0.218;135.593;3b4kLCI0ZJW47TFsNRqgCb-sep-3fmAXFX05DFTaTkreemfxB;1;0;2;2015-10-01;2015;10;4;other
모르시나요;davichi;아이리스ⅱ ost part 1;태원엔터테인먼트;stone music entertainment;1;0;0;0;False;3Tt3Qq4VxOtIrZWlGuwERi;compilation;305594;False;0.861;0.33399999999999996;0.259;4e-05;0.10300000000000001;-7.825;0.034;0.128;129.445;4z6yrDz5GfKXkeQZjOaZdq;1;0;2;2013-02-01;2013;2;1;other
모르시죠;monday kiz;낭만닥터 김사부 2 ost part.7;냠냠엔터테인먼트;카카오 m;0;0;0;0;False;4wxQNRbKHCot30VGjEYylp;single;215961;False;0.664;0.419;0.706;0.0;0.344;-4.93;0.0378;0.32299999999999995;138.482;24jJXZRz3aGvjVvZ4OoerD;1;0;1;2020-02-01;2020;2;1;other
목소리;kim feel;목소리;stone music entertainment, mmo entertainment;지니뮤직;0;0;0;0;False;77MSMP9ld0OcLxkKXEDzgB;single;266810;False;0.6809999999999999;0.41100000000000003;0.466;0.0;0.10400000000000001;-6.166;0.0327;0.18100000000000002;139.884;4EPYWwU4c8eG2GzD7MenUA;0;0;1;2019-03-01;2019;3;1;other
목소리;noel;보이지 않는 것들;ynb entertainment;카카오 m;1;2;1;0;False;0ZOF1KJvyzyZj6RrQ0fK2t;album;260571;False;0.644;0.35200000000000004;0.51;0.0;0.12300000000000001;-5.35;0.0321;0.11900000000000001;133.895;2G5VFTwwlZUulCbtPbc1nx;0;0;2;2015-01-01;2015;1;1;holiday
목숨을 건다;2pm;don`t stop can`t stop;jyp entertainment;카카오 m;0;0;0;0;False;1qCkiHExklO0P0Ug5f0Wkp;album;187840;False;0.14800000000000002;0.6859999999999999;0.542;0.0;0.0927;-4.381;0.0293;0.239;130.033;5iRPbkcPmqAFFwDUj6ywVS;0;0;1;2010-04-01;2010;4;2;other
목요일 밤 (feat. 빈지노);urban zakapa;목요일 밤;메이크어스엔터테인먼트;카카오 m;1;1;0;0;True;6Qm8MRcsr9VlRIGf1AJ1W5;single;210772;False;0.32899999999999996;0.7190000000000001;0.644;0.0;0.218;-4.9830000000000005;0.0437;0.815;89.994;1dOMFM5wDNsENQQW0nl0K8;0;0;3;2016-08-01;2016;8;3;summer
몰라요;apink;seven springs of apink;stone music entertainment;플레이엠엔터테인먼트;0;0;0;0;False;5DM5iNhImOgjBW3c5OgYLn;single;224160;False;0.0708;0.627;0.841;0.0;0.128;-3.398;0.0287;0.27399999999999997;132.05200000000002;2uWcrwgWmZcQc3IPBs3tfU;0;0;1;2011-06-01;2011;6;2;summer
몰랐니 (lil’ touch);girls' generation-oh!gg;몰랐니 - the 1st single album;sm entertainment;dreamus;1;0;0;0;False;4D5Ode2OfZMxIwQyvmhUe8;album;189846;False;0.0114;0.7909999999999999;0.789;0.0;0.301;-4.694;0.10400000000000001;0.669;112.11;1foL9hLC9M6U94dINtOYfb;0;0;1;2018-09-01;2018;9;3;other
몸만와 (with 버벌진트);phantom;몸만와;wa엔터테인먼트,브랜뉴뮤직;카카오 m;0;0;0;0;False;2EdYoovgA2mhEhe7ZRxynR;single;225044;False;0.6459999999999999;0.807;0.685;0.0;0.177;-6.385;0.0932;0.754;118.945;4B7yhHqfnS4HYuyq1eFTGu;0;0;1;2013-04-01;2013;4;2;other
몸매 (mommae) (feat. ugly duck);jay park-sep-ugly duck;몸매 (mommae);aomg;stone music entertainment;0;0;0;0;True;4mwzUFtpBHJVyBs16YjjPN;album;204326;False;0.218;0.745;0.669;0.0;0.10400000000000001;-5.362;0.242;0.6809999999999999;94.089;4XDi67ZENZcbfKnvMnTYsI-sep-0Qr4St9aCOLu41Nt5QZIz1;0;0;1;2015-09-01;2015;9;3;other
몹쓸 노래 (feat. 칸토);rumble fish;i am rumble fish;폴라리스;카카오 m;0;0;0;0;True;1SvM0MXyWsHJLWahHq5ijh;single;216785;False;0.0414;0.71;0.6940000000000001;0.0;0.28600000000000003;-4.275;0.0415;0.602;115.887;1NyreDKOPoI1XxOv7xnyn2;0;0;1;2014-01-01;2014;1;1;holiday
못 잊은 거죠(if);j.y. park;드림하이 ost;홀림;카카오 m;1;1;0;0;False;7zFhOmuLkNeaUINPvfftdk;compilation;234619;False;0.5329999999999999;0.515;0.38799999999999996;0.0;0.114;-8.801;0.0268;0.382;70.277;1TTx0YcbKUtJIZY1HEnh9B;1;0;1;2011-02-01;2011;2;1;other
못먹는 감 (sour grapes);san e-sep-mad clown;못먹는 감;스타쉽엔터테인먼트, 브랜뉴뮤직;카카오 m;1;1;0;0;True;3YM89neEJceqTD7TZvaHOT;single;234000;False;0.11599999999999999;0.767;0.885;0.0;0.145;-2.9560000000000004;0.27899999999999997;0.831;92.95;61MMiylth1injW39oZBuYB-sep-0dX6tgZKWpamoFHFuXFhwd;0;0;2;2015-11-01;2015;11;4;holiday
못해 (feat. 美);4men-sep-miiii;the 3rd generation (special album);ywho enterprise;sony music;1;1;0;0;True;4attmsVheqtmK8TJMVHmdB;album;269773;False;0.675;0.478;0.563;0.0;0.16;-5.007;0.0363;0.156;108.795;7oFIkpNpLrTBgZW6w55W1J-sep-4HlWDQU9oXrIiVcb8BrZPZ;0;0;3;2010-01-01;2010;1;1;holiday
묘해, 너와;acoustic collabo;연애의 발견 ost part 4;모그커뮤니케이션즈;universal music;1;0;0;0;False;7e43hiwbeIz5jojYO8tCON;compilation;231000;False;0.91;0.667;0.237;0.0;0.0996;-9.717;0.0433;0.623;132.345;0rMd7FdvwwxKrFEsQ1hC7G;1;0;1;2014-10-01;2014;10;4;other
무궁화;mad clown-sep-donutman-sep-boi b-sep-gun;쇼미더머니 5 episode 1;stone music entertainment;stone music entertainment;0;0;0;0;True;6iEAqH4NCqA4zWZFrmw8UW;compilation;255266;False;0.00955;0.8390000000000001;0.624;2.33e-06;0.0707;-3.344;0.135;0.627;98.025;0dX6tgZKWpamoFHFuXFhwd-sep-2xH4dYFMVhdOGIhgIWonbc-sep-7MJnvH71CgBGCN9obN4aY5-sep-5X2qBbPoIF30jC9XZU2QU6;0;1;1;2016-07-01;2016;7;3;summer
무릎;iu;chat-shire;로엔트리;카카오 m;1;0;0;0;False;3Sc3OHN2EnhsKwzt7hMFKQ;album;282887;False;0.915;0.441;0.23800000000000002;0.0;0.17600000000000002;-10.132;0.0319;0.203;133.386;3HqSLMAZ3g3d5poNaI7GOU;0;0;1;2015-10-01;2015;10;4;other
무서운 짝사랑;jang beom june;장범준 1집;(주)버스커버스커,stone music entertainment;stone music entertainment;0;0;0;0;False;2lNPvChmgoqgc7SZplOzGN;album;206858;False;0.0044399999999999995;0.434;0.9329999999999999;0.0;0.17300000000000001;-2.915;0.0703;0.672;189.956;529ZdRwFoSKtQ0LPwKxGiu;0;0;1;2014-08-01;2014;8;3;summer
무슨 말이 필요해 (go away);yong jun hyung;yong jun hyung 1st album `goodbye 20`s...;어라운드 어스;카카오 m;0;0;0;0;False;6tuKhMty1yCVRDGpfkKpCX;album;205295;False;0.304;0.7490000000000001;0.922;0.0;0.044000000000000004;-1.2429999999999999;0.1;0.698;109.979;4drjiBRSqZoTD67xgZCmNo;0;0;1;2018-05-01;2018;5;2;other
무제(無題) (untitled, 2014);g-dragon;권지용;yg entertainment;지니뮤직;1;2;1;1;False;35dEFabeYvGLrOMc9c1tES;single;222867;False;0.785;0.575;0.461;1.75e-05;0.13;-5.153;0.0317;0.266;79.971;30b9WulBM8sFuBo17nNq9c;0;0;3;2017-06-01;2017;6;2;summer
무조건 해피엔딩 (stick wit u);girls' generation;`oh!` the second album;sm entertainment;지니뮤직;0;0;0;0;False;27KZYfHvwcZfpnsSzgCGDf;album;166666;False;0.0622;0.662;0.988;0.000236;0.165;-2.707;0.121;0.879;158.0;0Sadg1vgvaPqGTOjxu0N6c;0;0;1;2010-01-01;2010;1;1;holiday
문나이트 (feat. d.o);ultraviolet;문나이트90 (digital single);stone music entertainment;stone music entertainment;0;0;0;0;True;6sgZGiP9BBOV1fk8M8pcA3;compilation;134186;False;0.0561;0.526;0.997;0.000788;0.44;-3.0189999999999997;0.0846;0.54;157.363;6JfbYACsu9ZUPHRkWoHFqh;0;0;1;2011-10-01;2011;10;4;other
문배동 단골집 (feat. 크러쉬);epik high-sep-crush;we`ve done something wonderful;yg entertainment;지니뮤직;0;0;0;0;True;6rQziSE3oyCV5I8xCOhtBt;album;283433;False;0.314;0.594;0.528;0.0;0.168;-7.959;0.0918;0.44299999999999995;170.26;5snNHNlYT2UrtZo5HCJkiw-sep-6aLdhHUqgdKE86xbtNmY8g;0;0;1;2017-10-01;2017;10;4;other
문제아 (full ver.);superbee-sep-uneducated kid;catch me if you can;영앤리치 레코즈;카카오 m;0;0;0;0;True;4hru8jF2LrRpPaLri7fOAz;single;183608;False;0.111;0.619;0.875;0.0;0.218;-2.1109999999999998;0.258;0.368;74.23100000000002;0Q5XzDpn7DCI5jlubok4xb-sep-08KbKkPqaYNFYM9R5eMjuM;0;0;1;2019-05-01;2019;5;2;other
물 만난 물고기;akmu;항해;yg entertainment;yg plus;0;0;0;0;False;4bBRCKk5FwqTI1EaNKovLY;album;216475;False;0.439;0.4;0.645;0.000517;0.149;-4.901;0.03;0.369;201.77700000000002;6OwKE9Ez6ALxpTaKcT5ayv;0;0;1;2019-11-01;2019;11;4;holiday
물 좋아?;4minute;물 좋아?;큐브엔터테인먼트;universal music;1;0;0;0;False;6oVORJ2xjRFfpfzs0l21lE;single;190106;False;0.377;0.777;0.93;1.01e-06;0.0864;-4.001;0.0433;0.897;124.961;6cdC1cwqh3eJAXaxXJt2jv;0;0;1;2013-07-01;2013;7;3;summer
뭐해 (what are you up to);kang daniel;color on me;konnect entertainment;sony music;0;0;0;0;False;0y2tNViyMIGWO0vhNVQaj7;single;182773;False;0.336;0.726;0.6679999999999999;0.0;0.0872;-3.4360000000000004;0.389;0.873;159.952;5vGoWnZO65NBgiZYBmi3iW;0;0;1;2019-09-01;2019;9;3;other
뭘 해도 똑같다;the one;new wave studio (vol. 1);lomo;카카오 m;0;0;0;0;False;5ldQlY2m1fUncs5qCrkzPF;single;269035;False;0.843;0.451;0.38799999999999996;0.0;0.136;-7.721;0.0292;0.198;122.771;3eAsBHDYXtCSn67Zynq3Qd;0;0;1;2013-06-01;2013;6;2;summer
미리 메리 크리스마스 (feat. 천둥);iu;real;카카오 m;카카오 m;1;1;0;0;True;6I9Y6PHTWv72fgQV3tIHt0;album;268225;False;0.306;0.6659999999999999;0.7979999999999999;0.0;0.285;-4.5169999999999995;0.0472;0.484;128.079;3HqSLMAZ3g3d5poNaI7GOU;0;0;3;2010-12-01;2010;12;4;holiday
미스 김;zion.t;미러볼;아메바컬쳐;카카오 m;0;0;0;0;False;11fM8oYLVbCIaVWl11b42e;single;153000;False;0.643;0.7070000000000001;0.354;6.97e-05;0.11699999999999999;-8.544;0.0283;0.807;93.036;5HenzRvMtSrgtvU16XAoby;0;0;1;2013-12-01;2013;12;4;holiday
미스코리아;lee hyori;5집 monochrome;b2m 엔터테인먼트, stone music entertainment;stone music entertainment;1;1;1;0;False;0iEGtcwC8fRXET20uEVaj6;album;235624;False;0.56;0.735;0.594;0.0;0.0642;-5.375;0.0366;0.698;127.041;4FjoOJAndC0s9ZJUo6VGc5;0;0;1;2013-05-01;2013;5;2;other
미스터리 (feat. san e);park ji yoon;미스터 (mr.);미스틱스토리;카카오 m;1;0;0;0;True;0ylgkUTcvpLmIwc8726uEz;single;202754;False;0.38;0.87;0.76;4.51e-06;0.0513;-4.314;0.0587;0.9670000000000001;132.982;2NVYd7nCno3gh2Bz9pWtfi;0;0;2;2013-10-01;2013;10;4;other
미슬토우 (mistletoe);geeks-sep-phantom-sep-esna;wayogayo vol.1;wa엔터테인먼트;카카오 m;0;0;0;0;True;1SwutwQLljIEM2v8ajMgRN;single;196415;False;0.45299999999999996;0.664;0.8440000000000001;0.0;0.26899999999999996;-3.016;0.308;0.7909999999999999;87.26899999999998;5VxfguafjfSdJcN10ACVZe-sep-4B7yhHqfnS4HYuyq1eFTGu-sep-2jfAd4z4B5dR7yhhwTOulQ;0;0;1;2013-12-01;2013;12;4;holiday
미안합니다.;vos;this is voice of soul;스타제국;카카오 m;1;0;0;0;False;0XMBFVguwM7NZAL0YKEAiw;album;213707;False;0.732;0.341;0.616;0.0;0.17600000000000002;-5.033;0.0434;0.28800000000000003;78.312;45VJJ9hSs1yXq9er4kcXNP;0;0;1;2010-03-01;2010;3;1;other
미안해;yang da il;inside;브랜뉴뮤직;카카오 m;1;0;0;0;False;1C8vJqfSxRgF2lAxnwJz9E;album;228548;False;0.568;0.387;0.462;0.0;0.11;-5.5829999999999975;0.034;0.2;134.674;5DnjOSzLCfn4hDbLECq8pt;0;0;3;2018-10-01;2018;10;4;other
미안해 (feat. beenzino);zion.t;oo;the black label;지니뮤직;1;0;0;0;True;0YS6VBFbbW9Hp13GAJx7yR;album;186192;False;0.635;0.8190000000000001;0.659;0.0;0.175;-4.01;0.182;0.868;97.024;5HenzRvMtSrgtvU16XAoby;0;0;1;2017-02-01;2017;2;1;other
미안해 (song by 서은광, 이민혁, 이창섭);btob;미안해 (song by 서은광, 이민혁, 이창섭);큐브엔터테인먼트;카카오 m;0;0;0;0;False;1bc5b8cvvqIMglwJWEE7rA;single;249508;False;0.0443;0.36200000000000004;0.784;0.0;0.259;-4.976;0.0683;0.17800000000000002;175.72799999999995;2hcsKca6hCfFMwwdbFvenJ;0;0;1;2019-04-01;2019;4;2;other
미안해 사랑해서...(feat. 케이윌);gilme-sep-k.will;love actually;지와이엠엔터테인먼트;카카오 m;1;0;0;0;True;2BGIGD71OUuSsHVhv8Edr0;album;238785;False;0.6859999999999999;0.575;0.861;0.0;0.16399999999999998;-3.452;0.20600000000000002;0.738;91.825;1EJ4Vegw2TlS0spCSm0Jm6-sep-1XNC9ksvgXeD1xRJruSA5t;0;0;1;2010-08-01;2010;8;3;summer
미운 나;urban zakapa;(04);플럭서스;지니뮤직;0;0;0;0;False;5X6ED2q6YGRH5cSWWpVFld;album;211017;False;0.5870000000000001;0.506;0.375;0.0;0.0806;-6.027;0.0258;0.14300000000000002;94.786;1dOMFM5wDNsENQQW0nl0K8;0;0;1;2014-11-01;2014;11;4;holiday
미운 날;lee hae ri;h;stone music entertainment, b2m entertainment;stone music entertainment;0;0;0;0;False;15jVZXkb1JFv2ekwoaXKj9;single;277499;False;0.6729999999999999;0.5539999999999999;0.43799999999999994;0.0;0.135;-5.04;0.0312;0.35600000000000004;119.42200000000001;7JE09i08qDhfHKd0rgFeEe;0;0;1;2017-04-01;2017;4;2;other
미운오리새끼;god;미운오리새끼;아이에이치큐,god;stone music entertainment;1;1;1;1;False;3FVROe0zrvosZWoUA6jVyW;album;264200;False;0.16899999999999998;0.705;0.498;0.0;0.13699999999999998;-6.972;0.0376;0.474;127.738;1nTCpd63NkuGGpCIbo4Ywl;0;0;1;2014-05-01;2014;5;2;other
미운오리새끼;seung yeon son;voice korea the final;universal music;universal music;0;0;0;0;False;1Z5oetx8eXDr7Dm31NBUUM;single;245316;False;0.79;0.618;0.40399999999999997;0.0;0.12300000000000001;-4.726;0.0299;0.16399999999999998;119.929;4M5FzlG3LGAG6uWPSruAPp;0;0;1;2012-05-01;2012;5;2;other
미워요;jung in;정인 from andromeda;정글엔터테인먼트;stone music entertainment;1;0;0;0;False;4s5j8hpy5nbgvVU0VLBNtt;single;202946;False;0.664;0.35200000000000004;0.602;3.44e-06;0.11199999999999999;-4.525;0.0319;0.205;135.142;0CO7rEbHBtpqgY9QPYJgPM;0;0;1;2010-03-01;2010;3;1;other
미인;dk (december);beautiful woman;씨에스해피엔터테인먼트;씨에스해피엔터테인먼트;1;0;0;0;False;1gLcPtBpWYmV0WWyZPNOrF;single;221746;False;0.124;0.623;0.815;0.0;0.0793;-4.776;0.0624;0.436;120.021;41Id3k69xJJlxX2ulOHQGg;0;0;1;2011-05-01;2011;5;2;other
미인;ulala session;슈퍼스타k3 top 11 part 3;stone music entertainment;stone music entertainment;1;0;0;0;False;2N5dsmoLtLrkZDKA1HjAix;album;224716;False;0.0403;0.6809999999999999;0.782;0.0;0.154;-4.36;0.12300000000000001;0.863;165.99400000000003;2EFJSNZzGSfLXMfAaxbK2A;0;1;1;2011-10-01;2011;10;4;other
미인아 (bonamana);super junior;`미인아 (bonamana)` the 4th album;sm entertainment;지니뮤직;1;1;0;0;False;2cRTwcRq1idIR9NrcYKb63;album;239186;False;0.0004440000000000001;0.79;0.9109999999999999;0.0145;0.10099999999999999;-1.756;0.07400000000000001;0.8759999999999999;125.012;6gzXCdfYfFe5XKhPKkYqxV;0;0;2;2010-05-01;2010;5;2;other
미쳐;4minute;crazy;큐브엔터테인먼트;universal music;1;1;0;0;False;7ehFSpcDs3PBExiLPwXQP9;single;192400;False;0.00589;0.54;0.929;4.01e-06;0.424;-2.6460000000000004;0.278;0.624;176.023;6cdC1cwqh3eJAXaxXJt2jv;0;0;2;2015-02-01;2015;2;1;other
미쳐가 (feat. 미르);kan mi youn;미쳐가;쏘스뮤직;지니뮤직;1;0;0;0;True;2a4O9zc7gCh2YyuR6mIBcr;compilation;212170;False;0.203;0.615;0.91;0.0;0.172;-2.492;0.155;0.649;139.96200000000002;5tsAGzBkkAM9DtfYfJy456;0;0;1;2010-07-01;2010;7;3;summer
미쳤어 (feat. don mills);beenzino-sep-don mills;up all night;illionaire records;stone music entertainment;0;0;0;0;True;6gdgVnY5jNAeMeDgl3rS4d;single;247461;True;0.039;0.71;0.71;0.0;0.10800000000000001;-7.635;0.11699999999999999;0.436;148.02200000000005;7IrDIIq3j04exsiF3Z7CPg-sep-6bIsFWNkjQvSm5P4rqlxKn;0;0;1;2014-07-01;2014;7;3;summer
미치게 만들어;hyolyn;주군의 태양 ost part 3;본 팩토리 & 로엔엔터테인먼트;카카오 m;1;2;0;0;False;5ep2gZz6jxLEnTc1MdVrXz;album;270431;False;0.807;0.353;0.428;0.0;0.32299999999999995;-8.379;0.0382;0.305;137.69;78sJswwVn4P8aEhkF4K6fQ;1;0;2;2013-08-01;2013;8;3;summer
미치겠어;teen top;it`s;티오피미디어;카카오 m;1;1;0;0;False;6pAHK5QCjpqIE72udOhvhb;single;195375;False;0.187;0.41100000000000003;0.986;0.0;0.251;-0.141;0.174;0.311;159.872;3offPqpKAKmpQkIdWnjzkc;0;0;1;2012-01-01;2012;1;1;holiday
미치고 싶다;han dong geun;한동근 1st album ‘your diary’;플레디스;카카오 m;1;0;0;0;False;6gjmCJkyh45kw4vN7gv99o;album;214754;False;0.27;0.51;0.695;0.0;0.0717;-3.8310000000000004;0.0403;0.359;126.04700000000001;69K447yK7IW0NCZGEh79e1;0;0;2;2017-05-01;2017;5;2;other
미친 듯이;2am;1집 saint o`clock;빅히트엔터테인먼트 & jyp엔터테인먼트;카카오 m;1;0;0;0;False;2YhDolptH3TRgarBM9LIKi;album;171258;False;0.247;0.488;0.79;0.0;0.102;-4.709;0.0651;0.321;147.931;5SnaL8SsjGMHQNyqpa8Zos;0;0;2;2010-10-01;2010;10;4;other
미친 소리;lee yejoon;미친 소리;뮤니콘;dreamus;0;0;0;0;False;1s1NZzlXyL1a7VXaP7wl7u;single;210946;False;0.775;0.51;0.445;0.0;0.0805;-5.3839999999999995;0.0321;0.225;65.221;3GS6aA2KRewQL4VhUtIpet;0;0;3;2020-06-01;2020;6;2;summer
미친개 (feat.san e);yezi;미친개;로엔트리;카카오 m;0;0;0;0;True;5IWFa71wgZfLr5xAY4Ezth;single;179435;False;0.19699999999999998;0.75;0.873;0.0;0.0466;-3.0669999999999997;0.155;0.6459999999999999;111.995;6LPOT9C3gvGQHxlZtMLHHg;0;0;1;2015-12-01;2015;12;4;holiday
미친거 아니야?;2pm;미친거 아니야?;jyp entertainment;지니뮤직;1;0;0;0;False;65ywNEP3MP3fyZUDq8WBhF;album;239261;False;0.0447;0.741;0.8959999999999999;0.0;0.389;-2.445;0.10400000000000001;0.8859999999999999;123.021;5iRPbkcPmqAFFwDUj6ywVS;0;0;1;2014-09-01;2014;9;3;other
미친거니;vibe;4집 vibe in praha;태일런스미디어;stone music entertainment;0;0;0;0;False;61LkLrMVjwO4Rzk3deOw0n;album;239680;False;0.745;0.348;0.632;0.0;0.268;-5.291;0.0461;0.358;133.74;1pjLQCQ1ck57Ml3lcoZ2Xi;0;0;1;2010-08-01;2010;8;3;summer
미친거니 (feat. 방용국);song ji eun-sep-bang young kuk;미친거니 (digital single);ts엔터테인먼트;카카오 m;1;1;1;0;True;6OiM5fztAZOxVpv5VGkNb9;single;230714;False;0.313;0.5379999999999999;0.703;0.0;0.129;-4.691;0.0962;0.261;169.912;0D40an6y5Cv6sRzMGsRRQ8-sep-3eM8nNQiHmDWjuNDLy1otg;0;0;2;2011-03-01;2011;3;1;other
미친놈 (feat. 제시);gun-sep-jessi;쇼미더머니 5 episode 4;stone music entertainment;stone music entertainment;1;0;0;0;True;6uNC27jFfT5L3j1c8p7gEm;compilation;212211;False;0.203;0.5489999999999999;0.9640000000000001;0.0;0.0815;-2.543;0.386;0.474;82.852;5X2qBbPoIF30jC9XZU2QU6-sep-64k5e9kV9MdukXjFrR5R37;0;1;2;2016-07-01;2016;7;3;summer
미행;monday kiz;the ballad;캔 엔터테인먼트;카카오 m;1;0;0;0;False;3hXzZptJ3xNITgF4ipXRwL;album;254850;False;0.685;0.33;0.599;0.0;0.135;-5.438;0.0366;0.19;132.878;24jJXZRz3aGvjVvZ4OoerD;0;0;1;2011-12-01;2011;12;4;holiday
민물 장어의 꿈 (우리 동네 음악대장) (bonus track);ha hyun woo;복면가왕 62회;mbc;nhn벅스;0;0;0;0;False;6MfFoXKVgapk4ifCtuBbJj;album;273479;False;0.857;0.41200000000000003;0.312;0.0;0.11800000000000001;-7.452000000000001;0.0382;0.187;113.956;5EXYPAGnOxvyTstoykxKd3;0;1;1;2016-06-01;2016;6;2;summer
믿어줄래 (full melody korean ver.);jay park;믿어줄래 [ep];warner music;warner music;1;1;0;0;False;0rLxYSUzzI7IfEgdKZkTkk;single;276346;False;0.0506;0.731;0.838;0.0;0.0729;-4.666;0.0278;0.4;109.015;4XDi67ZENZcbfKnvMnTYsI;0;0;1;2010-07-01;2010;7;3;summer
밀리언조각 (a million pieces);kyuhyun;다시, 가을이 오면 - the 2nd mini album;sm entertainment;지니뮤직;1;0;0;0;False;55GUJw0zEtfcjxjkwl8GL5;album;312468;False;0.47600000000000003;0.516;0.414;0.0;0.109;-7.5710000000000015;0.0273;0.257;130.043;0il5ZP3xYOECtONJtZ38Ln;0;0;1;2015-10-01;2015;10;4;other
밀지마 (original ver.);wendy-sep-seulgi;함부로 애틋하게 ost part.7;삼화네트웍스,ihq,가지컨텐츠,sm entertainment;카카오 m;0;0;0;0;True;6RSrMQ92rlnYldhwkJqe4S;compilation;198876;False;0.391;0.585;0.765;0.0;0.0769;-3.5639999999999996;0.0456;0.293;79.98100000000002;0FRUZvZNPzM3YJMABJxf2K-sep-2QM5S4yO6xHgnNvF0nbZZq;1;0;2;2016-07-01;2016;7;3;summer
밑바닥에서 (feat. bumkey);tablo-sep-bumkey;열꽃, part 1;yg entertainment;지니뮤직;0;0;0;0;True;6saaRp0K6tS85RZ1ofMUsP;single;205821;False;0.0838;0.647;0.597;0.0;0.526;-8.602;0.138;0.298;160.157;3NdOtTPPaXrCyC7Lpmzyhv-sep-3vhZuZdMksbnJwoE3AwpXq;0;0;1;2011-10-01;2011;10;4;other
바다;huh gak-sep-jeong eunji;‘plan a’ first episode;플레이엠엔터테인먼트;카카오 m;1;0;0;0;True;5Dwl0EUIrRWVoLhJubgTvD;single;208689;False;0.506;0.652;0.8;0.0;0.34299999999999997;-4.485;0.0378;0.7609999999999999;102.98200000000001;49vOeJAPxAz6YmVZPNM7ys-sep-6b28h5PyvUZtOoQo6a2TcN;0;0;1;2016-08-01;2016;8;3;summer
바다 (feat. 기리보이) (prod. 기리보이);woodie gochild-sep-big naughty-sep-yanghongwon-sep-choilb-sep-chillin homie-sep-giriboy;쇼미더머니 8 episode 2;stone music entertainment;지니뮤직;0;0;0;0;True;50t7DFkmdXJq1FCSoyHRTc;compilation;228249;False;0.242;0.862;0.733;0.0;0.212;-3.9989999999999997;0.133;0.778;147.07399999999996;6iLGJqxVgxxWsJe5bW4dxt-sep-7cEaNXXTHx3LokbjUUyHal-sep-1SsVqqC31h54Hg08g7uQhM-sep-02WoRfOhF5nUVpwddshInq-sep-5f48MQLr5eOXHcR4lFE1BM-sep-2MtHuR0W2idZdF7x4wddqq;0;1;1;2019-10-01;2019;10;4;other
바라만 보네요;sonnet son, the one;바라만 보네요;케이스토리엔터테인먼트;카카오 m;0;0;0;0;True;5AUwCgjAPyc4Cf5A7cgRCw;single;246266;False;0.7959999999999999;0.527;0.575;0.0;0.131;-5.098;0.0437;0.312;133.661;4Na3NK2VQncelo6oE0k41G;0;0;1;2014-07-01;2014;7;3;summer
바라보기;m.c the max;미녀의 탄생 ost part 4;도너츠컬처,한울별;지니뮤직;0;0;0;0;False;5Y9mRAtmRh1VgFepfJfCTY;single;218415;False;0.735;0.368;0.293;0.0;0.0973;-7.269;0.0364;0.135;143.692;3MaRWfwKpbYnkYHC5gRKYo;1;0;4;2015-04-01;2015;4;2;other
바라보나봐;jung dong ha;보고싶다 ost part 2;이김프로덕션;카카오 m;0;0;0;0;False;7cbw06EDpqe7G3r9AWcrNE;album;275017;False;0.665;0.442;0.354;0.0;0.125;-7.3610000000000015;0.0271;0.138;66.547;5Y5c91VcBMoVZbYBZdoRnu;1;0;1;2012-12-01;2012;12;4;holiday
바라본다;yoon sang hyeon;시크릿 가든 ost special;어치브그룹디엔;sony music;0;0;0;0;False;0YJLdusV8DYdOHpY5wnuwx;single;270428;False;0.488;0.461;0.669;0.0;0.10800000000000001;-2.944;0.0299;0.196;139.672;35tFJhXa18Ofi7ZUzg8txq;1;0;2;2010-12-01;2010;12;4;holiday
