title;singer;album;producer;distributor;is_popular;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow;times_in_chart;first_time_in_chart_date;first_time_in_chart_year;first_time_in_chart_month;first_time_in_chart_quarter;first_time_in_chart_period
레시피;brown eyed girls;레시피;내가 네트워크;카카오 m;1;0;0;0;False;5lbax5Xg5P5W83UqW4VZ1M;single;221857;False;0.158;0.894;0.6509999999999999;0.0;0.126;-5.7479999999999976;0.0843;0.927;114.023;2GEPtT5RDxrmdi0A4mbDi7;0;0;1;2013-07-01;2013;7;3;summer
레옹;reason god g (g- dragon) not reason (park myeong su, iu) (이유 갓지(god g) 않은 이유 (박명수, 아이유));무한도전 영동고속도로 가요제;mbc;nhn벅스;1;2;2;1;True;3NIGm9vJyfBuuFAvQQki87;single;201195;False;0.145;0.831;0.7040000000000001;4.22e-06;0.0684;-4.091;0.047;0.7390000000000001;108.022;2oMvHLFJUxydmcPBabNrsu;0;1;2;2015-08-01;2015;8;3;summer
로미오 & 줄리엣 (vocal 슈프림팀(supreme team));shin seung hun;20th anniversary - best collection & t...;dorothy company;stone music entertainment;0;0;0;0;False;1o0Cke41d5tU5wOlr1pK6R;album;203840;False;0.0616;0.8240000000000001;0.772;0.0;0.09300000000000001;-6.526;0.0639;0.718;107.71799999999999;4xgRWQOK2y3pGRFtmWNjyw;0;0;1;2010-11-01;2010;11;4;holiday
로코 드라마;shin hye sung;delight;라이브웍스컴퍼니;stone music entertainment;0;0;0;0;False;6VJ5dehaKm7wu9WGLf4KPD;single;197706;False;0.703;0.539;0.613;0.0;0.109;-5.97;0.0526;0.546;82.064;5UQ3p0DuxXEhzWYroDNUXl;0;0;1;2016-01-01;2016;1;1;holiday
루팡 (lupin);kara;루팡 (lupin);dsp미디어;stone music entertainment;1;1;1;0;False;3RmwOvD5VBSsqSES1GsFX6;single;192440;False;0.00293;0.693;0.927;0.006679999999999999;0.11800000000000001;-2.792;0.0661;0.5429999999999999;135.934;7aZ221EQfonNG2lO9Hh192;0;0;1;2010-03-01;2010;3;1;other
리듬 타 (rhythm ta);ikon;welcome back;yg entertainment;지니뮤직;1;1;0;0;False;78PWMOKnBnPwXhNwxXz5tT;single;227030;False;0.129;0.762;0.8190000000000001;0.0;0.33399999999999996;-4.459;0.0897;0.606;81.98100000000002;5qRSs6mvI17zrkJpOHkCoM;0;0;1;2015-10-01;2015;10;4;other
리본 (ribbon);beast;highlight;큐브엔터테인먼트;universal music;1;1;0;0;False;1Wi4SiIvC24uotAEceRva5;compilation;234798;False;0.299;0.4920000000000001;0.866;0.0;0.363;-1.85;0.047;0.5770000000000001;199.95;1Pr9gT0veB2tgcisQeIGoC;0;0;1;2016-07-01;2016;7;3;summer
리얼러브송;k.will;최고의 사랑 ost part 1;더그루브엔터테인먼트;카카오 m;0;0;0;0;False;2acMSX8NXLArVMNI1s4hJX;single;232829;False;0.612;0.499;0.772;0.0;0.10300000000000001;-5.85;0.0353;0.18;96.079;1XNC9ksvgXeD1xRJruSA5t;1;0;1;2011-06-01;2011;6;2;summer
리얼리티;akmu;사춘기 하 (思春記 下);yg entertainment;지니뮤직;0;0;0;0;False;3DeukUejtc6UAemdPaGCiL;album;173033;False;0.446;0.823;0.7609999999999999;0.0;0.068;-4.202;0.0777;0.8;122.009;6OwKE9Ez6ALxpTaKcT5ayv;0;0;1;2017-02-01;2017;2;1;other
리턴 (return);koyote;코요태 어글리 (koyote ugly);피케이미디어;카카오 m;1;0;0;0;False;0K9RDPDRXOFbwxNU83YMkl;album;202266;False;0.00389;0.7070000000000001;0.8190000000000001;0.0;0.0793;-2.224;0.0305;0.331;149.907;3Xp2BCax4mS6EgstD0OyZR;0;0;1;2010-06-01;2010;6;2;summer
립스틱 (lip stick);orange caramel;립스틱 (lipstick);플레디스;카카오 m;1;2;0;0;False;1fSQVc8qsBj6mYTkEdfK8s;album;201247;False;0.008159999999999999;0.809;0.867;5.7799999999999995e-05;0.35;-4.05;0.135;0.634;125.936;2QHTtUsN6Q13w3QHdfRqsK;0;0;2;2012-09-01;2012;9;3;other
링가 링가 (ringa linga);taeyang;ringa linga;yg entertainment;지니뮤직;1;0;0;0;False;2LNtO7n7cgMZisZ8ASy8Ax;album;227021;False;0.0858;0.584;0.845;0.0;0.125;-3.03;0.0659;0.39299999999999996;141.013;6udveWUgX4vu75FF0DTrXV;0;0;1;2013-11-01;2013;11;4;holiday
링마벨 (ring my bell);girl's day;girl`s day love second album;드림티 엔터테인먼트;카카오 m;1;1;0;0;False;19euxgpVaBlvBOIRTLsgJQ;album;198946;False;0.152;0.456;0.956;0.0;0.07200000000000001;-2.385;0.157;0.8109999999999999;198.101;13kJgvU22LHMsJtGWLmx7W;0;0;1;2015-07-01;2015;7;3;summer
마녀가 된 이유;ns yoon-g;neo spirit;jtm엔터테인먼트;sony music;0;0;0;0;False;2bcEnaYvSkLgfiZb5PHMJw;single;223920;False;0.00435;0.688;0.941;2.45e-06;0.621;-3.8139999999999996;0.0939;0.4920000000000001;115.054;15EDMg4DaX49QQyxlBzC2f;0;0;1;2012-02-01;2012;2;1;other
마리아 (maria);hwa sa;mara;rbw;카카오 m;1;2;2;0;False;0ZeGfEAL5Rl4pd5LZBGuEK;single;199026;False;0.23800000000000002;0.6579999999999999;0.7490000000000001;2.03e-06;0.272;-2.967;0.0634;0.442;128.909;7bmYpVgQub656uNTu6qGNQ;0;0;2;2020-07-01;2020;7;3;summer
마법소녀 (魔法少女);orange caramel;the first mini album;플레디스;지니뮤직;1;0;0;0;False;4lZ7t0GhxkViSi6LKmiL2I;album;190595;False;0.14300000000000002;0.6809999999999999;0.968;4.69e-06;0.0402;-2.74;0.0695;0.8740000000000001;136.035;2QHTtUsN6Q13w3QHdfRqsK;0;0;1;2010-07-01;2010;7;3;summer
마에스트로 (maestro);changmo;돈 벌 시간 2;deoksokids;루미넌트엔터테인먼트;0;0;0;0;False;1NVWjRzPireoOPJIGeHTIE;single;221126;True;0.5579999999999999;0.889;0.596;0.0;0.0714;-4.177;0.0962;0.823;113.91799999999999;3hvinNZRzTLoREmqFiKr1b;0;0;1;2017-02-01;2017;2;1;other
마음;iu;마음;로엔트리;카카오 m;1;2;2;0;False;5ktwBE88NKZSfmk6Lw2KhS;single;166933;False;0.8420000000000001;0.6920000000000001;0.318;0.0;0.151;-5.9860000000000015;0.0277;0.267;93.625;3HqSLMAZ3g3d5poNaI7GOU;0;0;3;2015-05-01;2015;5;2;other
마음 단단히 먹어 (feat. 에일리);mc mong;miss me or diss me;드림티 엔터테인먼트;카카오 m;1;1;0;0;True;1ZbuSDHet6M141F07U9L7B;album;224181;False;0.64;0.531;0.7070000000000001;0.0;0.19899999999999998;-4.775;0.0841;0.359;81.95100000000002;6gEWl778wJTkq4Uk5eBvgD;0;0;1;2014-11-01;2014;11;4;holiday
마음대로;lee jin ah;k팝 스타 시즌4 `마음대로`;sbs 콘텐츠허브;카카오 m;1;0;0;0;False;5VNlvzFwpdWgMYjKibcfA2;single;180186;False;0.9359999999999999;0.603;0.0779;0.0;0.11;-16.134;0.0877;0.188;103.015;4SzO3ea2qcjg1uLyNJAWnM;0;1;1;2014-12-01;2014;12;4;holiday
마음을 드려요;iu;사랑의 불시착 ost part 11;edam엔터테인먼트;카카오 m;1;2;1;0;False;6dGsBRuavumBs5BghcXF3D;single;280360;False;0.6829999999999999;0.344;0.43;0.0;0.0881;-5.502999999999999;0.0434;0.385;167.332;3HqSLMAZ3g3d5poNaI7GOU;1;0;7;2020-02-01;2020;2;1;other
마음이 말하는 행복 (happiness) (feat.이라온);maktub-sep-leeraon;red moon _ happiness;maktub company;warner music;1;0;0;0;True;0fABPho2JTj4YZVsMjsUNR;single;260546;False;0.507;0.377;0.506;0.0;0.10300000000000001;-4.975;0.0292;0.179;154.02100000000004;0frNU3rG4ltOP4GNBA1g4j-sep-5FsMBpsPFTzURDjb2T3ane;0;0;3;2020-01-01;2020;1;1;holiday
마일리지 (mileage) (with ydg);jung yong hwa-sep-ydg;어느 멋진 날;fnc엔터테인먼트;stone music entertainment;0;0;0;0;True;1Nx8loIj2sdbra3DmRnOwq;album;243971;False;0.207;0.604;0.7959999999999999;0.0;0.203;-4.737;0.185;0.7709999999999999;90.186;6zhAP0FoDccL9kuETOC20q-sep-3XLi2ooFH2ZG7BkdLkgLZq;0;0;1;2015-01-01;2015;1;1;holiday
마주보며 서 있어;infinite;reality;에스엠컬처앤콘텐츠레이블울림;카카오 m;0;0;0;0;False;5OsqV6w5XPFLX1KcwctOxo;single;255332;False;0.226;0.341;0.7340000000000001;0.0;0.102;-4.428;0.0548;0.149;187.378;1bkpTEmumLC3xc7HgMsttU;0;0;1;2015-07-01;2015;7;3;summer
마지막 사랑;park ji heon;마지막 사랑 (remake);hanstar republic;카카오 m;0;0;0;0;False;1bJKGlvDMeNttfjKFnejmF;single;207299;False;0.395;0.633;0.862;0.0;0.311;-3.3930000000000002;0.0582;0.429;125.939;4JohmvlyoUyyUI16noOzcB;0;0;1;2010-12-01;2010;12;4;holiday
마지막 장면 (feat. 이성경);psy-sep-lee sungkyoung;psy 8th 4x2=8;yg entertainment;지니뮤직;1;0;0;0;True;62zcoQRfqruFpKZpOFWKLJ;album;251145;False;0.4320000000000001;0.727;0.67;0.0;0.14;-4.96;0.1;0.727;90.037;2dd5mrQZvg6SmahdgVKDzh-sep-1Wb9XdKikumNOEgLPwFtq9;0;0;1;2017-05-01;2017;5;2;other
마지막 처음;chang min(2am), melody day;마지막 처음;카카오 m;카카오 m;0;0;0;0;True;1KL9XBN7ZuOdn8wfrDooTS;single;226000;False;0.499;0.4320000000000001;0.722;0.0;0.0828;-3.611;0.0318;0.371;143.441;3G2XMOgrL2fubwpmYSwpHi;0;0;1;2014-05-01;2014;5;2;other
마지막으로 안아도 될까;huh gak;마지막으로 안아도 될까;플레이엠엔터테인먼트;카카오 m;0;0;0;0;False;3ELBEMEDFLZkPRVTEGEW1k;single;237559;False;0.6509999999999999;0.349;0.7190000000000001;0.0;0.209;-1.423;0.0329;0.221;89.10799999999998;49vOeJAPxAz6YmVZPNM7ys;0;0;1;2018-02-01;2018;2;1;other
마지막처럼;blackpink;마지막처럼;yg entertainment;지니뮤직;1;1;1;0;False;1Zyd6zQnC6XIIzmg3hP7Ot;single;213264;False;0.0688;0.7859999999999999;0.853;0.0;0.0759;-2.687;0.0816;0.45;125.03399999999999;41MozSoPIsD1dJM0CLPjZF;0;0;4;2017-06-01;2017;6;2;summer
마치 비행기 (feat. 개리);san e-sep-gary;마치 비행기;브랜뉴뮤직;카카오 m;0;0;0;0;True;3N3hypI1v3G6ETfIZmmBth;single;188986;False;0.114;0.65;0.792;0.0;0.264;-4.422;0.231;0.765;80.015;61MMiylth1injW39oZBuYB-sep-4NbPIhaePRUz9iZxc9IvWa;0;0;1;2016-06-01;2016;6;2;summer
마치 우린 없었던 사이 (prod. 정키);davichi;마치 우린 없었던 사이 (prod. 정키);stone music entertainment;stone music entertainment;0;0;0;0;False;29L8Wlzh3oqdFmdbjjPRTM;single;231894;False;0.615;0.584;0.285;0.0;0.165;-6.7570000000000014;0.0365;0.166;120.056;4z6yrDz5GfKXkeQZjOaZdq;0;0;1;2018-09-01;2018;9;3;other
막걸리 한잔;yeong tak;내일은 미스터트롯 데스매치 part1;tv chosun, 쇼플레이;카카오 m;0;0;0;0;False;1RwZWVU3f6L0votFsPZ6Sc;single;200887;False;0.142;0.541;0.919;1.52e-05;0.168;-3.182;0.0929;0.659;91.98100000000001;0qDHjPB7TJPxYaQ0CWMEU4;0;0;1;2020-08-01;2020;8;3;summer
막잔하고 나갈게 (lost one);dynamicduo;dynamic duo 6th digilog 1/2;아메바컬쳐;stone music entertainment;0;0;0;0;False;1Rcjc38ESJWMHz4PwzQkSo;album;300451;False;0.49;0.519;0.833;0.0;0.11199999999999999;-5.18;0.19699999999999998;0.758;87.258;4nvFFLtv7ZqoTr83387uK4;0;0;1;2011-11-01;2011;11;4;holiday
만세;yang se hyung x bewhy;무한도전 위대한 유산;mbc;카카오 m;1;0;0;0;False;2qn96xK0v3GCm1m4Xv3Uu7;single;282261;False;0.0637;0.7240000000000001;0.71;0.0;0.0541;-4.055;0.0952;0.59;110.008;4w29hs7B0cH83SEeH2YAEZ;0;1;1;2017-01-01;2017;1;1;holiday
만약에 말야 (전우성 solo);music for u;4집 time for love;itm;카카오 m;0;0;0;0;False;4IJed3eARqKQNnjAjyQcSy;album;225900;False;0.977;0.7040000000000001;0.18899999999999997;0.895;0.105;-13.244000000000002;0.0618;0.20600000000000002;119.98700000000001;2QOzWdsMtYoTxENFZmf7Vz;0;0;2;2014-01-01;2014;1;1;holiday
만약에 말야 (화생방실 클레오파트라) (bonus track);kim yeon woo;복면가왕 14회;mbc;nhn벅스;0;0;0;0;False;4MgdQrbdIZGEiV6xeXpdHZ;album;218857;False;0.85;0.441;0.315;1.39e-05;0.6609999999999999;-7.426;0.0398;0.292;127.74600000000001;4vsTrZ8Y7nKqQM0BJQ6Dvd;0;1;1;2015-09-01;2015;9;3;other
말도 안돼 (개인의 취향 ost);younha;lost in love;이김프로덕션;카카오 m;1;0;0;0;False;2iHoEvbIjpo2VPRxHo0RIY;compilation;199014;False;0.534;0.639;0.7929999999999999;0.0;0.0857;-5.2120000000000015;0.0672;0.511;93.01299999999999;6GwM5CHqhWXzG3l5kzRSAS;0;0;1;2010-04-01;2010;4;2;other
말하는 대로;처진 달팽이;무한도전 서해안 고속도로 가요제;mbc;지니뮤직;1;1;0;0;False;1q7szmr9fHqkDIOc4oDTQl;album;222754;False;0.672;0.57;0.63;5.19e-06;0.191;-4.705;0.0284;0.41;108.2;2EBp7yl98uArlu8sRWUnVl;0;1;1;2011-07-01;2011;7;3;summer
말하지 않아도;noel;그리움;itm;카카오 m;0;0;0;0;False;3EzcgqxF8duFCqmI7rcBHv;single;193697;False;0.728;0.512;0.424;0.0;0.136;-6.0820000000000025;0.0314;0.298;80.001;2G5VFTwwlZUulCbtPbc1nx;0;0;1;2011-10-01;2011;10;4;other
말해 yes or no (feat. penomeco, the quie...;zico;말해 yes or no;세븐시즌스;stone music entertainment;1;0;0;0;True;0puRNDAwuJ6kTHd8NnYGNd;single;254042;False;0.0792;0.8690000000000001;0.8370000000000001;0.0;0.0712;-1.959;0.261;0.544;130.016;4XpUIb8uuNlIWVKmgKZXC0;0;0;1;2015-10-01;2015;10;4;other
말해! 뭐해?;k.will;태양의 후예 ost part.6;오우엔터테인먼트, 뮤직앤뉴;뮤직앤뉴;1;2;1;0;False;5NkpsRKvSBukdYQtl3WLZW;single;216555;False;0.35;0.603;0.836;0.0;0.099;-2.338;0.0288;0.5579999999999999;102.04;1XNC9ksvgXeD1xRJruSA5t;1;0;3;2016-03-01;2016;3;1;other
말해봐 (talk talk);girls' generation;4집 i got a boy;sm entertainment;지니뮤직;0;0;0;0;False;4fcMeRJFjEbvWagaEJD33A;album;166379;False;0.091;0.695;0.813;0.0;0.0812;-3.533;0.251;0.8009999999999999;100.09299999999999;0Sadg1vgvaPqGTOjxu0N6c;0;0;1;2013-01-01;2013;1;1;holiday
말해줘 (feat.엄정화);jinusean-sep-dara;jinusean;yg entertainment;지니뮤직;1;0;0;0;True;6GiQfv2wdrtkskZLOytfPC;album;204560;False;0.508;0.7;0.982;0.0;0.9359999999999999;-3.377;0.171;0.517;120.03200000000001;4WItSECPefckW11qSnZXyv-sep-0tdcwPQXtGLdEmQFgJjNoq;0;0;1;2015-01-01;2015;1;1;holiday
말해줘요;girl's day;girl`s day party #6;드림티 엔터테인먼트;카카오 m;1;0;0;0;False;7dsfSQPpXGKkeW4vaGLm1l;single;200803;False;0.17800000000000002;0.7090000000000001;0.8109999999999999;0.0;0.368;-2.9160000000000004;0.0399;0.826;131.939;13kJgvU22LHMsJtGWLmx7W;0;0;1;2013-08-01;2013;8;3;summer
맘 편히 (comfortable);simon dominic-sep-gray-sep-one;쇼미더머니 5 episode 2;stone music entertainment;stone music entertainment;1;1;0;0;True;1IL6mAwDZR5nCuXdZ9Teid;single;252258;False;0.38;0.713;0.6579999999999999;0.0;0.0964;-5.85;0.132;0.609;82.023;57W9ikVc6O2wLDtmclSjvN-sep-6LMcmmQS5He6ostugaq6Fv-sep-36Hd8M3GV2FLpHUEDH6bCz;0;1;2;2016-06-01;2016;6;2;summer
맙소사;hwang tae g (hwang kwanghee, tae yang, g-dragon) (황태지 (황광희, 태양, 지드래곤));무한도전 영동고속도로 가요제;mbc;nhn벅스;1;2;1;0;True;5JxgWm6SDiZTvCwrsN1jOe;single;191843;False;0.0141;0.7829999999999999;0.8420000000000001;5.19e-06;0.084;-3.48;0.0758;0.435;106.992;2ohJgtWZtitDxq4N8hT8Qd;0;1;2;2015-08-01;2015;8;3;summer
맞지?;unnies;언니들의 슬램덩크 시즌 2;kbs미디어;카카오 m;1;1;1;0;False;7xePxAMPRq6WuRzuWxK8hJ;single;205929;False;0.39399999999999996;0.764;0.97;0.0;0.332;-1.443;0.17300000000000001;0.9129999999999999;130.035;1yiDnFMFWXLovGSw3tcFVg;0;0;2;2017-05-01;2017;5;2;other
매력있어;akmu;sbs k팝 스타 시즌2 매력있어;sbs 콘텐츠허브;카카오 m;1;1;1;0;False;2naxQzbpmYkz0dcAGriWQe;single;137462;False;0.142;0.816;0.495;0.0;0.15;-4.386;0.0542;0.953;125.029;6OwKE9Ez6ALxpTaKcT5ayv;0;1;2;2012-12-01;2012;12;4;holiday
매일 그대와;sojin;응답하라 1988 ost part 8;stone music entertainment, 쿵엔터테인먼트;stone music entertainment;1;0;0;0;False;0Qvy1vO47NIPBvnew6r1n9;compilation;196006;False;0.679;0.637;0.413;0.000542;0.0756;-7.8039999999999985;0.024;0.29100000000000004;98.01;6oqIg9s1R1rEP5VsSqK0mw;1;0;1;2016-01-01;2016;1;1;holiday
매일 다른 눈물이;sonnet son;sonnet blooms;포츈 엔터테인먼트;카카오 m;0;0;0;0;False;69pWGMhkqqlIEOLRdWvWjp;album;198935;False;0.16;0.662;0.59;1.56e-06;0.115;-8.07;0.0542;0.27899999999999997;93.96700000000001;2RtkJZ5bHvyy1g3tHxfv0B;0;0;1;2014-05-01;2014;5;2;other
매일 듣는 노래 (a daily song);hwang chi yeul;be ordinary;how엔터테인먼트;nhn벅스;1;1;0;0;False;5mzAyvXN3s2qfmwl2hMOE7;album;258950;False;0.5539999999999999;0.457;0.447;0.0;0.139;-6.5310000000000015;0.0302;0.39899999999999997;65.873;689wBe4v9rvHjdNB4JUgYq;0;0;5;2017-06-01;2017;6;2;summer
매일 이별;kim yeonji;매일 이별;네버랜드, 마루기획;카카오 m;0;0;0;0;False;1B2u38kWcj8H7kUYSpVnuj;single;217600;False;0.419;0.586;0.7140000000000001;0.0;0.11199999999999999;-4.093999999999999;0.0307;0.35100000000000003;92.042;220c8fiYAk89nqAgw4x4z4;0;0;1;2014-04-01;2014;4;2;other
매일밤;exid;매일밤;에이비엔터테인먼트;카카오 m;0;0;0;0;False;4Ux83SOG5vqnbohuijD2Zv;single;231105;False;0.3670000000000001;0.562;0.812;0.0;0.13;-2.9419999999999997;0.18100000000000002;0.8290000000000001;203.639;1xs6WFotNQSXweo0GXrS0O;0;0;1;2012-10-01;2012;10;4;other
매트리스;10cm;4.1;매직스트로베리사운드;카카오 m;1;0;0;0;False;7f5P2kfP16dELU9TOB53pL;single;170755;False;0.713;0.77;0.49;0.0;0.096;-5.659;0.14;0.5489999999999999;93.639;6zn0ihyAApAYV51zpXxdEp;0;0;1;2018-09-01;2018;9;3;other
맨정신;bigbang;d;yg entertainment;지니뮤직;1;1;1;0;False;0rDW8yZoFLfXuSISsFhkGK;single;237583;False;0.0067599999999999995;0.649;0.8270000000000001;0.0;0.9159999999999999;-3.465;0.0838;0.456;129.963;4Kxlr1PRlDKEB0ekOCyHgX;0;0;1;2015-07-01;2015;7;3;summer
머물러요;baek a yeon;i`m baek;aq엔터테인먼트, jyp 엔터테인먼트;지니뮤직;0;0;0;0;False;3FzjQUVaD3UvEIDC1BKGSq;single;259028;False;0.27699999999999997;0.514;0.57;0.0;0.177;-4.9860000000000015;0.0268;0.276;145.77;5UKoKVlU7EDN4UgDuVRAbX;0;0;1;2012-09-01;2012;9;3;other
먹고하고자고;dynamicduo;grand carnival;아메바컬쳐;카카오 m;0;0;0;0;False;4D1SiOGrBs8e2JTZcXQrgv;album;241243;False;0.177;0.708;0.727;0.0;0.602;-5.596;0.0845;0.466;127.98;4nvFFLtv7ZqoTr83387uK4;0;0;1;2015-11-01;2015;11;4;holiday
먼 길;park seo jun;그녀는 예뻤다 ost part 6;본팩토리월드와이드;카카오 m;0;0;0;0;False;6VOPZjmeu5Jv6labEkWpPe;album;252013;False;0.7140000000000001;0.431;0.48700000000000004;0.0;0.131;-5.489;0.0277;0.27;137.736;05Ta10euNWSfTmji1LrIIZ;1;0;1;2015-11-01;2015;11;4;holiday
먼 훗날에 (원곡가수 박정운);younha;`나는 가수다 2` 8월 b조 경연;아이엠비씨;아이엠비씨;0;0;0;0;False;5YMHOiKhFab0mXmSkeGjwB;single;264521;False;0.485;0.33299999999999996;0.483;8.03e-06;0.67;-4.328;0.0325;0.259;134.078;6GwM5CHqhWXzG3l5kzRSAS;0;1;1;2012-08-01;2012;8;3;summer
먼지가 되어;kim kwang seok;김광석 best;아인스디지탈;stone music entertainment;0;0;0;0;False;399zGyESQ9xWzLX1DT5jEc;album;206960;False;0.406;0.614;0.373;9.63e-05;0.0523;-12.065999999999999;0.0278;0.55;88.96600000000002;0Sr5L3iWPn0k6KnDr8RYS8;0;0;1;2012-10-01;2012;10;4;other
멀리서 안부;younha;직장의 신 ost part 2;㈜토탈셋;에이앤지모즈;0;0;0;0;False;1IVeTL8O69zTaBQqyVKekz;compilation;249208;False;0.7809999999999999;0.483;0.413;0.0;0.126;-6.0829999999999975;0.0277;0.303;135.485;6GwM5CHqhWXzG3l5kzRSAS;1;0;1;2013-05-01;2013;5;2;other
멀어져간 사람아 (박상민);장혜진;`나는 가수다` 경연 8-2. `1990년대 명곡`;아이엠비씨;nhn벅스;0;0;0;0;False;1RSiiKyOm9YKFMJw9R3qwj;compilation;288345;False;0.732;0.324;0.27699999999999997;2.09e-05;0.72;-6.912999999999999;0.0295;0.156;143.362;3YzYLSP6DzPhHSFPCXFSd2;0;1;1;2011-09-01;2011;9;3;other
멀어진다;brave guys;1집 a to z;위닝인사이트 엔터테인먼트;universal music;0;0;0;0;False;1IN4UItvQN9wuYuCwWhjnT;album;240866;False;0.381;0.583;0.775;0.0;0.32;-3.1039999999999996;0.0366;0.449;83.98100000000002;1DwFGZ2z71crbl4LGvwFCP;0;0;1;2012-12-01;2012;12;4;holiday
멀어질까봐;c-clown;young love;예당엔터테인먼트;카카오 m;0;0;0;0;False;3sm4Y7jIMFIFsviVYo9xXr;album;224548;False;0.139;0.637;0.8029999999999999;0.0;0.585;-3.4810000000000003;0.11199999999999999;0.737;183.96;5HBeCjZkFtwfLYD7X3kLwi;0;0;1;2012-12-01;2012;12;4;holiday
멋지게 인사하는 법 (feat. 슬기 of red velvet);zion.t-sep-seulgi;zzz;the black label;지니뮤직;1;0;0;0;True;4vh0x47AvwbCywPOlEmfFQ;album;202342;False;0.675;0.7390000000000001;0.349;0.0;0.326;-7.477;0.0604;0.496;98.04899999999999;5HenzRvMtSrgtvU16XAoby-sep-2QM5S4yO6xHgnNvF0nbZZq;0;0;2;2018-10-01;2018;10;4;other
멋진헛간;o dae cheon wyang (jung hyun don, band hyukoh) (오대천왕 (정형돈, 밴드 혁오));무한도전 영동고속도로 가요제;mbc;nhn벅스;1;1;0;0;True;6DfAkq1wKXP3FTXarilD8f;single;237609;False;0.00893;0.578;0.9420000000000001;4.5299999999999997e-05;0.142;-2.835;0.0379;0.7390000000000001;114.912;0f4i4Cp6BotDk6sqOL2ZBr;0;1;2;2015-08-01;2015;8;3;summer
멍청이(twit);hwa sa;멍청이(twit);rbw;카카오 m;1;2;2;0;False;6qyz1KOlGJsKYJ4ZsRmRSD;single;190785;False;0.122;0.679;0.813;2.83e-06;0.263;-3.367;0.19899999999999998;0.584;136.067;7bmYpVgQub656uNTu6qGNQ;0;0;4;2019-02-01;2019;2;1;other
메아리;kim tae woo;t-school;소울샵엔터테인먼트;카카오 m;1;0;0;0;False;4K0EDiGclGbSkoauabo9Pz;album;243513;False;0.132;0.679;0.809;0.0;0.159;-3.635;0.0456;0.584;127.999;5OFQZvle7HH55LvauNmUIi;0;0;1;2011-04-01;2011;4;2;other
메아리 (love me now);nct 127;nct #127 neo zone - the 2nd album;sm entertainment;dreamus;0;0;0;0;False;3pyNUDyPRMG1pY2zVg3Lxl;album;248253;False;0.152;0.547;0.778;0.0;0.0515;-4.7330000000000005;0.139;0.38299999999999995;126.181;7f4ignuCJhLXfZ9giKT7rH;0;0;1;2020-03-01;2020;3;1;other
멘붕 (cl solo);2ne1;2ne1 new album `crush`;yg entertainment;지니뮤직;1;0;0;0;False;0EmJRLb8a5axjX0swbsVBR;album;195748;False;0.0166;0.7559999999999999;0.792;0.0077;0.10800000000000001;-4.015;0.0366;0.207;99.993;1l0mKo96Jh9HVYONcRl3Yp;0;0;1;2014-03-01;2014;3;1;other
명동콜링;car, the garden;더 팬 2round part.1;더파이브문화산업전문회사;카카오 m;0;0;0;0;False;47Euae10UxFEcbnR9I9Vgt;single;236578;False;0.5589999999999999;0.506;0.379;0.0;0.113;-5.681;0.0333;0.124;134.282;7c1HgFDe8ogy5NOZ1ANCJQ;0;0;1;2019-01-01;2019;1;1;holiday
몇 년 후에;block b;몇 년 후에;세븐시즌스;stone music entertainment;1;0;0;0;False;4TcSNDVxN2A1TR9KLYiDaE;single;227770;False;0.493;0.433;0.568;0.0;0.10400000000000001;-6.1579999999999995;0.473;0.503;47.598;4RnezwRV7VBJUCI1S0AE5u;0;0;1;2016-04-01;2016;4;2;other
몇번이고 (feat. 박지윤);sweet sorrow;스윗 소로우 겨울 프로젝트 싱글 `몇번이고`;뮤직앤뉴;카카오 m;0;0;0;0;True;6mAIAQwVkVXzUQdb5JsJzm;single;233848;False;0.504;0.565;0.601;0.0;0.252;-6.521;0.0524;0.41600000000000004;83.05;1rwig4pRfLrj3scq9as1Mb;0;0;1;2013-12-01;2013;12;4;holiday
모나리자 (mona lisa);mblaq;모나리자;j.tune camp;stone music entertainment;1;0;0;0;False;5FPaK0UNFA124uvUMJgIFE;single;221532;False;0.0535;0.6579999999999999;0.863;0.0;0.39899999999999997;-4.96;0.0651;0.797;127.04;14f1WN9TUDVBK4sHUStmLG;0;0;1;2011-07-01;2011;7;3;summer
모노드라마;huh gak;little giant;플레이엠엔터테인먼트;stone music entertainment;1;1;1;0;True;0lI2ohzKlfP1IYj42xIzHQ;album;229355;False;0.78;0.662;0.426;0.0;0.276;-7.506;0.0263;0.439;106.931;49vOeJAPxAz6YmVZPNM7ys;0;0;3;2013-01-01;2013;1;1;holiday
모닝콜;10cm;the 2nd ep;텐뮤직;미러볼뮤직;0;0;0;0;False;5ZVNAz6g8cZrz7oquFxxne;single;253960;False;0.519;0.78;0.364;1.96e-06;0.127;-8.185;0.031;0.6990000000000001;96.005;6zn0ihyAApAYV51zpXxdEp;0;0;1;2013-02-01;2013;2;1;other
